actor_name,movies,revenues,costs,gross_profit,return,count
Jeffrey Johnson,"[https://en.wikipedia.org/wiki/Letters_to_God, https://en.wikipedia.org/wiki/Possibility_Pictures]",5817786,6000000,-3091107,-0.5151845,2
Angus Macfadyen,[https://en.wikipedia.org/wiki/We_Bought_a_Zoo],120100000,50000000,10050000,0.201,1
Hadeel Sittu,[https://en.wikipedia.org/wiki/God%27s_Not_Dead_(film)],62600000,2000000,29300000,14.65,1
William Fichtner,"[https://en.wikipedia.org/wiki/Drive_Angry, https://en.wikipedia.org/wiki/Elysium_(film), https://en.wikipedia.org/wiki/Independence_Day:_Resurgence, https://en.wikipedia.org/wiki/Phantom_(2013_film), https://en.wikipedia.org/wiki/Teenage_Mutant_Ninja_Turtles_(2014_film), https://en.wikipedia.org/wiki/The_Lone_Ranger_(2013_film)]",1458500000,680000000,49250000,0.072426471,6
Til Schweiger,"[https://en.wikipedia.org/wiki/Charlie_Countryman, https://en.wikipedia.org/wiki/New_Year%27s_Eve_(film), https://en.wikipedia.org/wiki/This_Means_War_(film)]",298500000,121000000,28250000,0.233471074,3
Dane DeHaan,"[https://en.wikipedia.org/wiki/Chronicle_(film), https://en.wikipedia.org/wiki/Devil%27s_Knot_(film), https://en.wikipedia.org/wiki/Kill_Your_Darlings_(2013_film), https://en.wikipedia.org/wiki/Life_After_Beth, https://en.wikipedia.org/wiki/Metallica_Through_the_Never, https://en.wikipedia.org/wiki/The_Amazing_Spider-Man_2]",845827848,261400000,161513924,0.617880352,6
Annalise Basso,[https://en.wikipedia.org/wiki/Ouija:_Origin_of_Evil],81700000,9000000,31850000,3.538888889,1
Jeremy Strong,"[https://en.wikipedia.org/wiki/Parkland_(film), https://en.wikipedia.org/wiki/The_Judge_(2014_film), https://en.wikipedia.org/wiki/The_Romantics_(film)]",85936001,64500000,-21531999.5,-0.33382945,3
Carol Kane,[https://en.wikipedia.org/wiki/Sleepwalk_with_Me],0,0,0,,1
Said Taghmaoui,"[https://en.wikipedia.org/wiki/G.I._Joe:_The_Rise_of_Cobra, https://en.wikipedia.org/wiki/The_Infiltrator_(2016_film)]",320800000,203000000,-42600000,-0.209852217,2
Eugene Khumbanyiwa,[https://en.wikipedia.org/wiki/Eugene_Khumbanyiwa],210800000,30000000,75400000,2.513333333,1
Craig T. Nelson,"[https://en.wikipedia.org/wiki/Get_Hard, https://en.wikipedia.org/wiki/Poltergeist_(1982_film)]",233500000,50700000,66050000,1.302761341,2
Oscar Jaenada,[https://en.wikipedia.org/wiki/Hands_of_Stone],5000000,20000000,-17500000,-0.875,1
Bill Barretta,[https://en.wikipedia.org/wiki/Muppets_from_Space],22300000,24000000,-12850000,-0.535416667,1
Yoshio Kosugi,[https://en.wikipedia.org/wiki/Seven_Samurai],0,0,0,,1
Emma Fuhrmann,[https://en.wikipedia.org/wiki/The_Magic_of_Belle_Isle],102388,5000000,-4948806,-0.9897612,1
Charlie Sheen,"[https://en.wikipedia.org/wiki/A_Glimpse_Inside_the_Mind_of_Charles_Swan_III, https://en.wikipedia.org/wiki/Foodfight!, https://en.wikipedia.org/wiki/Scary_Movie_5, https://en.wikipedia.org/wiki/Wall_Street_(1987_film)]",122273706,80000000,-18863147,-0.235789338,4
Steve Coogan,"[https://en.wikipedia.org/wiki/Despicable_Me_2, https://en.wikipedia.org/wiki/Marmaduke_(film), https://en.wikipedia.org/wiki/Minions_(film), https://en.wikipedia.org/wiki/Our_Idiot_Brother, https://en.wikipedia.org/wiki/Percy_Jackson_%26_the_Olympians:_The_Lightning_Thief, https://en.wikipedia.org/wiki/Philomena_(film), https://en.wikipedia.org/wiki/Ruby_Sparks, https://en.wikipedia.org/wiki/The_Secret_Life_of_Pets]",3441561249,387000000,1333780625,3.446461562,8
Yvonne Strahovski,"[https://en.wikipedia.org/wiki/I,_Frankenstein, https://en.wikipedia.org/wiki/Killer_Elite_(film)]",127500000,135000000,-71250000,-0.527777778,2
Ryan Gosling,"[https://en.wikipedia.org/wiki/All_Good_Things_(film), https://en.wikipedia.org/wiki/Blue_Valentine_(film), https://en.wikipedia.org/wiki/Crazy,_Stupid,_Love., https://en.wikipedia.org/wiki/Drive_(2011_film), https://en.wikipedia.org/wiki/Gangster_Squad_(film), https://en.wikipedia.org/wiki/La_La_Land_(film), https://en.wikipedia.org/wiki/The_Ides_of_March_(film), https://en.wikipedia.org/wiki/The_Nice_Guys, https://en.wikipedia.org/wiki/The_Place_Beyond_the_Pines]",867044535,253500000,180022267.5,0.710147012,9
Jessica Alba,"[https://en.wikipedia.org/wiki/A.C.O.D., https://en.wikipedia.org/wiki/Escape_from_Planet_Earth, https://en.wikipedia.org/wiki/Little_Fockers, https://en.wikipedia.org/wiki/Machete_(film), https://en.wikipedia.org/wiki/Mechanic:_Resurrection, https://en.wikipedia.org/wiki/Sin_City:_A_Dame_to_Kill_For, https://en.wikipedia.org/wiki/Sin_City_(film), https://en.wikipedia.org/wiki/Spy_Kids:_All_the_Time_in_the_World, https://en.wikipedia.org/wiki/The_Killer_Inside_Me_(2010_film), https://en.wikipedia.org/wiki/Valentine%27s_Day_(2010_film)]",1059370508,387500000,142185254,0.366929688,10
Rutger Hauer,[https://en.wikipedia.org/wiki/The_Rite_(2011_film)],96000000,37000000,11000000,0.297297297,1
Peter Fonda,[https://en.wikipedia.org/wiki/Ghost_Rider_(2007_film)],228700000,110000000,4350000,0.039545455,1
JosÃ© JuliÃ¡n,[https://en.wikipedia.org/wiki/A_Better_Life],1759252,10000000,-9120374,-0.9120374,1
Charles Baker,[https://en.wikipedia.org/wiki/Ain%27t_Them_Bodies_Saints],1000000,4000000,-3500000,-0.875,1
Nicola Peltz,"[https://en.wikipedia.org/wiki/The_Last_Airbender, https://en.wikipedia.org/wiki/Transformers:_Age_of_Extinction]",1423700000,360000000,351850000,0.977361111,2
Robert Redford,"[https://en.wikipedia.org/wiki/All_Is_Lost, https://en.wikipedia.org/wiki/Captain_America:_The_Winter_Soldier, https://en.wikipedia.org/wiki/Pete%27s_Dragon_(2016_film), https://en.wikipedia.org/wiki/The_Company_You_Keep_(film)]",887900000,245500000,198450000,0.808350305,4
Jay Chou,"[https://en.wikipedia.org/wiki/Now_You_See_Me_2, https://en.wikipedia.org/wiki/The_Green_Hornet_(2011_film)]",562700000,210000000,71350000,0.339761905,2
Max Irons,"[https://en.wikipedia.org/wiki/Red_Riding_Hood_(2011_film), https://en.wikipedia.org/wiki/The_Host_(2013_film)]",152462162,82000000,-5768919,-0.070352671,2
Justin Long,"[https://en.wikipedia.org/wiki/Alpha_and_Omega_(film), https://en.wikipedia.org/wiki/Alvin_and_the_Chipmunks:_Chipwrecked, https://en.wikipedia.org/wiki/Alvin_and_the_Chipmunks:_The_Squeakquel, https://en.wikipedia.org/wiki/Best_Man_Down, https://en.wikipedia.org/wiki/Comet_(film), https://en.wikipedia.org/wiki/For_a_Good_Time,_Call..., https://en.wikipedia.org/wiki/Going_the_Distance_(2010_film), https://en.wikipedia.org/wiki/Live_Free_or_Die_Hard, https://en.wikipedia.org/wiki/Movie_43, https://en.wikipedia.org/wiki/The_Conspirator, https://en.wikipedia.org/wiki/Tusk_(2014_film), https://en.wikipedia.org/wiki/Walking_with_Dinosaurs_(film), https://en.wikipedia.org/wiki/Youth_in_Revolt_(film)]",1459121647,445300000,284260823.5,0.638358014,13
Rosie Huntington-Whiteley,"[https://en.wikipedia.org/wiki/Mad_Max:_Fury_Road, https://en.wikipedia.org/wiki/Transformers:_Dark_of_the_Moon]",1502900000,345000000,406450000,1.178115942,2
Michael Lerner,"[https://en.wikipedia.org/wiki/Atlas_Shrugged:_Part_I, https://en.wikipedia.org/wiki/Mirror_Mirror_(film)]",187627375,105000000,-11186312.5,-0.10653631,2
Robert Downey Jr.,"[https://en.wikipedia.org/wiki/Avengers:_Age_of_Ultron, https://en.wikipedia.org/wiki/Captain_America:_Civil_War, https://en.wikipedia.org/wiki/Due_Date, https://en.wikipedia.org/wiki/Iron_Man_(2008_film), https://en.wikipedia.org/wiki/Iron_Man_2, https://en.wikipedia.org/wiki/Iron_Man_3, https://en.wikipedia.org/wiki/Sherlock_Holmes:_A_Game_of_Shadows, https://en.wikipedia.org/wiki/Sherlock_Holmes_(2009_film), https://en.wikipedia.org/wiki/The_Avengers_(2012_film), https://en.wikipedia.org/wiki/The_Judge_(2014_film)]",7867700000,1656000000,2277850000,1.375513285,10
Tom Cruise,"[https://en.wikipedia.org/wiki/Edge_of_Tomorrow_(film), https://en.wikipedia.org/wiki/Jack_Reacher:_Never_Go_Back, https://en.wikipedia.org/wiki/Jack_Reacher_(film), https://en.wikipedia.org/wiki/Knight_and_Day, https://en.wikipedia.org/wiki/Mission:_Impossible_%E2%80%93_Ghost_Protocol, https://en.wikipedia.org/wiki/Mission:_Impossible_III, https://en.wikipedia.org/wiki/Oblivion_(2013_film), https://en.wikipedia.org/wiki/Rock_of_Ages_(2012_film)]",2450400000,905000000,320200000,0.353812155,8
Andrew Bachelor,[https://en.wikipedia.org/wiki/Fifty_Shades_of_Black],22200000,5000000,6100000,1.22,1
Odette Yustman,"[https://en.wikipedia.org/wiki/Beverly_Hills_Chihuahua_2, https://en.wikipedia.org/wiki/Cloverfield, https://en.wikipedia.org/wiki/The_Double_(2011_film), https://en.wikipedia.org/wiki/You_Again]",206496232,62000000,41248116,0.665292194,4
Xavier Samuel,"[https://en.wikipedia.org/wiki/Love_%26_Friendship, https://en.wikipedia.org/wiki/Plush_(film)]",19603080,5000000,4801540,0.960308,2
Gregg Henry,"[https://en.wikipedia.org/wiki/Any_Day_Now_(2012_film), https://en.wikipedia.org/wiki/Super_(2010_American_film)]",422618,2500000,-2288691,-0.9154764,2
Allison Janney,"[https://en.wikipedia.org/wiki/A_Thousand_Words_(film), https://en.wikipedia.org/wiki/Liberal_Arts_(film), https://en.wikipedia.org/wiki/Margaret_(2011_film), https://en.wikipedia.org/wiki/Minions_(film), https://en.wikipedia.org/wiki/Miss_Peregrine%27s_Home_for_Peculiar_Children_(film), https://en.wikipedia.org/wiki/Mr._Peabody_%26_Sherman, https://en.wikipedia.org/wiki/Spy_(2015_film), https://en.wikipedia.org/wiki/Struck_by_Lightning_(2012_film), https://en.wikipedia.org/wiki/Tammy_(film), https://en.wikipedia.org/wiki/The_Girl_on_the_Train_(2016_film), https://en.wikipedia.org/wiki/The_Help_(film), https://en.wikipedia.org/wiki/The_Oranges_(film), https://en.wikipedia.org/wiki/The_Way,_Way_Back]",2491918047,551300000,694659023.5,1.260038134,13
Richard White,[https://en.wikipedia.org/wiki/Beauty_and_the_Beast_3D],425000000,25000000,187500000,7.5,1
Patti Allan,[https://en.wikipedia.org/wiki/Ramona_and_Beezus],27293743,15000000,-1353128.5,-0.090208567,1
Penelope Wilton,"[https://en.wikipedia.org/wiki/The_BFG_(2016_film), https://en.wikipedia.org/wiki/The_Second_Best_Exotic_Marigold_Hotel]",269000000,150000000,-15500000,-0.103333333,2
Svetlana Ustinova,[https://en.wikipedia.org/wiki/Hardcore_Henry],14300000,2000000,5150000,2.575,1
Vincent Regan,[https://en.wikipedia.org/wiki/Lockout_(film)],32200000,20000000,-3900000,-0.195,1
Jada Pinkett Smith,"[https://en.wikipedia.org/wiki/Bad_Moms, https://en.wikipedia.org/wiki/Madagascar:_Escape_2_Africa, https://en.wikipedia.org/wiki/Madagascar_3:_Europe%27s_Most_Wanted]",1530200000,315000000,450100000,1.428888889,3
Patricia Quinn,[https://en.wikipedia.org/wiki/The_Lords_of_Salem_(film)],1544989,1500000,-727505.5,-0.485003667,1
Mary Elizabeth Winstead,"[https://en.wikipedia.org/wiki/10_Cloverfield_Lane, https://en.wikipedia.org/wiki/A_Glimpse_Inside_the_Mind_of_Charles_Swan_III, https://en.wikipedia.org/wiki/Abraham_Lincoln:_Vampire_Hunter, https://en.wikipedia.org/wiki/Live_Free_or_Die_Hard, https://en.wikipedia.org/wiki/Scott_Pilgrim_vs._the_World, https://en.wikipedia.org/wiki/Smashed_(film), https://en.wikipedia.org/wiki/The_Spectacular_Now, https://en.wikipedia.org/wiki/The_Thing_(2011_film)]",690699725,350500000,-5150137.5,-0.014693688,8
Micah Sloat,[https://en.wikipedia.org/wiki/Paranormal_Activity],193400000,15000,96685000,6445.666667,1
Dennis Quaid,"[https://en.wikipedia.org/wiki/At_Any_Price_(film), https://en.wikipedia.org/wiki/Footloose_(2011_film), https://en.wikipedia.org/wiki/G.I._Joe:_The_Rise_of_Cobra, https://en.wikipedia.org/wiki/Legion_(2010_film), https://en.wikipedia.org/wiki/Soul_Surfer_(film), https://en.wikipedia.org/wiki/The_Words_(film), https://en.wikipedia.org/wiki/What_to_Expect_When_You%27re_Expecting_(film)]",578620451,289000000,310225.5,0.001073445,7
Alan Arkin,"[https://en.wikipedia.org/wiki/Argo_(2012_film), https://en.wikipedia.org/wiki/City_Island_(film), https://en.wikipedia.org/wiki/Grudge_Match_(film), https://en.wikipedia.org/wiki/Million_Dollar_Arm, https://en.wikipedia.org/wiki/Stand_Up_Guys, https://en.wikipedia.org/wiki/The_Change-Up, https://en.wikipedia.org/wiki/The_Incredible_Burt_Wonderstone]",431248516,216500000,-875742,-0.004044998,7
Steven Yeun,[https://en.wikipedia.org/wiki/I_Origins],475591,1000000,-762204.5,-0.7622045,1
Crispin Glover,"[https://en.wikipedia.org/wiki/Alice_in_Wonderland_(2010_film), https://en.wikipedia.org/wiki/Hot_Tub_Time_Machine, https://en.wikipedia.org/wiki/The_Bag_Man]",1089600000,186000000,358800000,1.929032258,3
Emilio Rivera,[https://en.wikipedia.org/wiki/Act_of_Valor],81272766,12000000,28636383,2.38636525,1
Jacki Weaver,"[https://en.wikipedia.org/wiki/Magic_in_the_Moonlight, https://en.wikipedia.org/wiki/Parkland_(film), https://en.wikipedia.org/wiki/Silver_Linings_Playbook, https://en.wikipedia.org/wiki/Stoker_(film), https://en.wikipedia.org/wiki/The_Voices_(film)]",301356377,70800000,79878188.5,1.128223001,5
Shirley Knight,"[https://en.wikipedia.org/wiki/Endless_Love_(1981_film), https://en.wikipedia.org/wiki/Paul_Blart:_Mall_Cop]",183300000,26000000,65650000,2.525,2
Olivia Cooke,"[https://en.wikipedia.org/wiki/Me_and_Earl_and_the_Dying_Girl_(film), https://en.wikipedia.org/wiki/Ouija_(2014_film), https://en.wikipedia.org/wiki/The_Signal_(2014_film)]",115120000,17000000,40560000,2.385882353,3
Orlando Bloom,"[https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_At_World%27s_End, https://en.wikipedia.org/wiki/The_Hobbit:_The_Desolation_of_Smaug, https://en.wikipedia.org/wiki/The_Three_Musketeers_(2011_film)]",2054000000,566200000,460800000,0.813846697,3
Eli Roth,[https://en.wikipedia.org/wiki/Aftershock_(2012_film)],58510,2000000,-1970745,-0.9853725,1
Daniel PrÃ©vost,[https://en.wikipedia.org/wiki/Le_D%C3%AEner_de_Cons_(film)],65400000,12500000,20200000,1.616,1
Alice Krige,"[https://en.wikipedia.org/wiki/Silent_Hill_(film), https://en.wikipedia.org/wiki/The_Sorcerer%27s_Apprentice_(2010_film)]",312900000,200000000,-43550000,-0.21775,2
Candice Bergen,"[https://en.wikipedia.org/wiki/Sex_and_the_City:_The_Movie, https://en.wikipedia.org/wiki/The_Romantics_(film)]",415323820,69500000,138161910,1.987941151,2
Madison Davenport,[https://en.wikipedia.org/wiki/The_Possession_(2012_film)],78500000,14000000,25250000,1.803571429,1
Temuera Morrison,"[https://en.wikipedia.org/wiki/Green_Lantern_(film), https://en.wikipedia.org/wiki/Moana_(2016_film)]",775100000,350000000,37550000,0.107285714,2
Rosemarie DeWitt,"[https://en.wikipedia.org/wiki/A_Little_Bit_of_Heaven_(2011_film), https://en.wikipedia.org/wiki/La_La_Land_(film), https://en.wikipedia.org/wiki/Nobody_Walks, https://en.wikipedia.org/wiki/Poltergeist_(2015_film), https://en.wikipedia.org/wiki/The_Odd_Life_of_Timothy_Green, https://en.wikipedia.org/wiki/The_Watch_(2012_film)]",564296937,170500000,111648468.5,0.654829727,6
Izabela Vidovic,[https://en.wikipedia.org/wiki/Homefront_(film)],43100000,22000000,-450000,-0.020454545,1
Shashawnee Hall,[https://en.wikipedia.org/wiki/Friend_Request],0,0,0,,1
Sarah Polley,[https://en.wikipedia.org/wiki/Splice_(film)],26900000,30000000,-16550000,-0.551666667,1
Angela Kinsey,"[https://en.wikipedia.org/wiki/Furry_Vengeance, https://en.wikipedia.org/wiki/Struck_by_Lightning_(2012_film)]",36265088,36300000,-18167456,-0.500480882,2
Chris Diamantopoulos,[https://en.wikipedia.org/wiki/The_Three_Stooges_(2012_film)],54800000,30000000,-2600000,-0.086666667,1
Kim Rhodes,[https://en.wikipedia.org/wiki/Atlas_Shrugged:_Part_II],3336053,10000000,-8331973.5,-0.83319735,1
Rory Cochrane,"[https://en.wikipedia.org/wiki/Black_Mass_(film), https://en.wikipedia.org/wiki/Oculus_(film)]",143800000,58000000,13900000,0.239655172,2
Jodie Whittaker,[https://en.wikipedia.org/wiki/One_Day_(2011_film)],56706628,15000000,13353314,0.890220933,1
Taylor Hutcherson,[https://en.wikipedia.org/wiki/Courageous_(film)],34522221,2000000,15261110.5,7.63055525,1
La La Anthony,[https://en.wikipedia.org/wiki/Baggage_Claim_(film)],22456509,8500000,2728254.5,0.320971118,1
Isiah Whitlock Jr.,[https://en.wikipedia.org/wiki/Cedar_Rapids_(film)],0,0,0,,1
Bill Murray,"[https://en.wikipedia.org/wiki/A_Glimpse_Inside_the_Mind_of_Charles_Swan_III, https://en.wikipedia.org/wiki/Aloha_(film), https://en.wikipedia.org/wiki/Get_Low_(film), https://en.wikipedia.org/wiki/Moonrise_Kingdom, https://en.wikipedia.org/wiki/Passion_Play_(film), https://en.wikipedia.org/wiki/The_Jungle_Book_(2016_film), https://en.wikipedia.org/wiki/The_Monuments_Men]",1225903669,335000000,277951834.5,0.829706969,7
Kathryn Hahn,"[https://en.wikipedia.org/wiki/Bad_Moms, https://en.wikipedia.org/wiki/How_Do_You_Know_(film), https://en.wikipedia.org/wiki/Our_Idiot_Brother, https://en.wikipedia.org/wiki/She%27s_Funny_That_Way, https://en.wikipedia.org/wiki/The_D_Train, https://en.wikipedia.org/wiki/The_Secret_Life_of_Walter_Mitty_(2013_film), https://en.wikipedia.org/wiki/This_Is_Where_I_Leave_You, https://en.wikipedia.org/wiki/Tomorrowland_(film), https://en.wikipedia.org/wiki/Wanderlust_(2012_film), https://en.wikipedia.org/wiki/We%27re_the_Millers]",987932566,519800000,-25833717,-0.04969934,10
Jack Whitehall,[https://en.wikipedia.org/wiki/Mother%27s_Day_(2016_film)],43800000,25000000,-3100000,-0.124,1
Diane Ladd,[https://en.wikipedia.org/wiki/Joy_(film)],101100000,60000000,-9450000,-0.1575,1
Nonso Anozie,[https://en.wikipedia.org/wiki/The_Grey_(film)],77300000,25000000,13650000,0.546,1
Tamsin Greig,[https://en.wikipedia.org/wiki/The_Second_Best_Exotic_Marigold_Hotel],86000000,10000000,33000000,3.3,1
Benjamin Onyango,[https://en.wikipedia.org/wiki/God%27s_Not_Dead_(film)],62600000,2000000,29300000,14.65,1
Maika Monroe,"[https://en.wikipedia.org/wiki/Independence_Day:_Resurgence, https://en.wikipedia.org/wiki/It_Follows, https://en.wikipedia.org/wiki/The_5th_Wave_(film), https://en.wikipedia.org/wiki/The_Guest_(film)]",520200000,205000000,55100000,0.268780488,4
Christina Ricci,"[https://en.wikipedia.org/wiki/Alpha_and_Omega_(film), https://en.wikipedia.org/wiki/Bucky_Larson:_Born_to_Be_a_Star, https://en.wikipedia.org/wiki/The_Smurfs_2]",400500000,134000000,66250000,0.494402985,3
Owen Wilson,"[https://en.wikipedia.org/wiki/Cars_(film), https://en.wikipedia.org/wiki/Cars_2, https://en.wikipedia.org/wiki/Free_Birds, https://en.wikipedia.org/wiki/Hall_Pass_(film), https://en.wikipedia.org/wiki/How_Do_You_Know_(film), https://en.wikipedia.org/wiki/Inherent_Vice_(film), https://en.wikipedia.org/wiki/Little_Fockers, https://en.wikipedia.org/wiki/Marmaduke_(film), https://en.wikipedia.org/wiki/Masterminds_(2016_film), https://en.wikipedia.org/wiki/Midnight_in_Paris, https://en.wikipedia.org/wiki/Night_at_the_Museum:_Battle_of_the_Smithsonian, https://en.wikipedia.org/wiki/Night_at_the_Museum:_Secret_of_the_Tomb, https://en.wikipedia.org/wiki/No_Escape_(2015_film), https://en.wikipedia.org/wiki/She%27s_Funny_That_Way, https://en.wikipedia.org/wiki/The_Big_Year, https://en.wikipedia.org/wiki/The_Internship, https://en.wikipedia.org/wiki/You_Are_Here_(2013_film), https://en.wikipedia.org/wiki/Zoolander, https://en.wikipedia.org/wiki/Zoolander_2]",2904000000,1202000000,250000000,0.207986689,19
Ron O'Neal,[https://en.wikipedia.org/wiki/Red_Dawn],38376497,17000000,2188248.5,0.1287205,1
Anya Taylor-Joy,"[https://en.wikipedia.org/wiki/Morgan_(2016_film), https://en.wikipedia.org/wiki/The_Witch_(2015_film)]",49200000,11000000,13600000,1.236363636,2
Bruce Davison,"[https://en.wikipedia.org/wiki/Persecuted_(film), https://en.wikipedia.org/wiki/The_Lords_of_Salem_(film)]",1544989,1500000,-727505.5,-0.485003667,2
Ruby Jerins,[https://en.wikipedia.org/wiki/Remember_Me_(2010_film)],56032889,16000000,12016444.5,0.751027781,1
Julia Stiles,"[https://en.wikipedia.org/wiki/Bourne_(film_series), https://en.wikipedia.org/wiki/It%27s_a_Disaster, https://en.wikipedia.org/wiki/Jason_Bourne_(film), https://en.wikipedia.org/wiki/The_Bourne_Ultimatum_(film)]",2495288243,720000000,527644121.5,0.732839058,4
Lori Singer,[https://en.wikipedia.org/wiki/Footloose_(1984_film)],80000000,8200000,31800000,3.87804878,1
Rupert Friend,[https://en.wikipedia.org/wiki/Agent_47_(film)],82300000,35000000,6150000,0.175714286,1
Deragh Campbell,[https://en.wikipedia.org/wiki/I_Used_to_Be_Darker],22214,42394,-31287,-0.738005378,1
Dan Yeager,[https://en.wikipedia.org/wiki/Texas_Chainsaw_3D],47200000,15100000,8500000,0.562913907,1
Dorian Brown,[https://en.wikipedia.org/wiki/Home_Run_(film)],2861020,1200000,230510,0.192091667,1
Maggie Elizabeth Jones,[https://en.wikipedia.org/wiki/We_Bought_a_Zoo],120100000,50000000,10050000,0.201,1
D.J. Cotrona,[https://en.wikipedia.org/wiki/G.I._Joe:_Retaliation],375700000,93600000,94250000,1.006944444,1
Shawnee Smith,[https://en.wikipedia.org/wiki/Saw_VI],68200000,11000000,23100000,2.1,1
Lane Garrison,[https://en.wikipedia.org/wiki/Camp_X-Ray_(film)],60581,1000000,-969709.5,-0.9697095,1
Michael Pitt,"[https://en.wikipedia.org/wiki/Criminal_(2016_film), https://en.wikipedia.org/wiki/I_Origins]",39275591,32500000,-12862204.5,-0.395760138,2
John Cusack,"[https://en.wikipedia.org/wiki/Adult_World, https://en.wikipedia.org/wiki/Hot_Tub_Time_Machine, https://en.wikipedia.org/wiki/Love_%26_Mercy_(film), https://en.wikipedia.org/wiki/Maps_to_the_Stars, https://en.wikipedia.org/wiki/The_Bag_Man, https://en.wikipedia.org/wiki/The_Butler, https://en.wikipedia.org/wiki/The_Frozen_Ground, https://en.wikipedia.org/wiki/The_Paperboy_(2012_film), https://en.wikipedia.org/wiki/The_Raven_(2012_film)]",281841832,120700000,20220916,0.167530373,9
Lainie Kazan,"[https://en.wikipedia.org/wiki/My_Big_Fat_Greek_Wedding, https://en.wikipedia.org/wiki/My_Big_Fat_Greek_Wedding_2]",457600000,23000000,205800000,8.947826087,2
Aja Naomi King,[https://en.wikipedia.org/wiki/The_Birth_of_a_Nation_(2016_film)],16500000,8500000,-250000,-0.029411765,1
Dylan Minnette,"[https://en.wikipedia.org/wiki/Alexander_and_the_Terrible,_Horrible,_No_Good,_Very_Bad_Day_(film), https://en.wikipedia.org/wiki/Don%27t_Breathe_(2016_film)]",258000000,37900000,91100000,2.403693931,2
James Remar,[https://en.wikipedia.org/wiki/Persecuted_(film)],0,0,0,,1
Greg Kinnear,"[https://en.wikipedia.org/wiki/Green_Zone_(film), https://en.wikipedia.org/wiki/Heaven_Is_for_Real_(film), https://en.wikipedia.org/wiki/I_Don%27t_Know_How_She_Does_It, https://en.wikipedia.org/wiki/The_English_Teacher_(film), https://en.wikipedia.org/wiki/The_Last_Song_(film)]",315751495,156000000,1875747.5,0.012024022,5
Alice Parkinson,[https://en.wikipedia.org/wiki/Sanctum_(film)],108600000,30000000,24300000,0.81,1
Uzo Aduba,[https://en.wikipedia.org/wiki/American_Pastoral_(film)],0,0,0,,1
Tom Hanks,"[https://en.wikipedia.org/wiki/A_Hologram_for_the_King_(film), https://en.wikipedia.org/wiki/Captain_Phillips_(film), https://en.wikipedia.org/wiki/Cloud_Atlas_(film), https://en.wikipedia.org/wiki/Extremely_Loud_and_Incredibly_Close_(film), https://en.wikipedia.org/wiki/Inferno_(2016_film), https://en.wikipedia.org/wiki/Larry_Crowne, https://en.wikipedia.org/wiki/Saving_Mr._Banks, https://en.wikipedia.org/wiki/Sully_(film), https://en.wikipedia.org/wiki/Toy_Story, https://en.wikipedia.org/wiki/Toy_Story_2, https://en.wikipedia.org/wiki/Toy_Story_3]",2998700000,773500000,725850000,0.938396897,11
Lucy Punch,"[https://en.wikipedia.org/wiki/A_Good_Old_Fashioned_Orgy, https://en.wikipedia.org/wiki/A_Little_Bit_of_Heaven_(2011_film), https://en.wikipedia.org/wiki/Bad_Teacher, https://en.wikipedia.org/wiki/Cake_(2014_film), https://en.wikipedia.org/wiki/You_Will_Meet_a_Tall_Dark_Stranger]",254696937,61500000,65848468.5,1.070706805,5
Maeve Quinlan,[https://en.wikipedia.org/wiki/Dirty_Girl_(2010_film)],55125,4000000,-3972437.5,-0.993109375,1
Richard Pace,[https://en.wikipedia.org/wiki/I_Spit_on_Your_Grave],0,0,0,,1
Frank Langella,"[https://en.wikipedia.org/wiki/All_Good_Things_(film), https://en.wikipedia.org/wiki/Draft_Day, https://en.wikipedia.org/wiki/Robot_%26_Frank, https://en.wikipedia.org/wiki/Unknown_(2011_film), https://en.wikipedia.org/wiki/Wall_Street:_Money_Never_Sleeps]",305844535,147500000,5422267.5,0.036761136,5
Yukiko Shimazaki,[https://en.wikipedia.org/wiki/Seven_Samurai],0,0,0,,1
Gabe Liedman,[https://en.wikipedia.org/wiki/Obvious_Child],3300000,1000000,650000,0.65,1
Diamond White,[https://en.wikipedia.org/wiki/Boo!_A_Madea_Halloween],74800000,20000000,17400000,0.87,1
David A. Siegel,[https://en.wikipedia.org/wiki/The_Queen_of_Versailles],0,0,0,,1
Hugh Jackman,"[https://en.wikipedia.org/wiki/Butter_(2011_film), https://en.wikipedia.org/wiki/Chappie_(film), https://en.wikipedia.org/wiki/Happy_Feet, https://en.wikipedia.org/wiki/Movie_43, https://en.wikipedia.org/wiki/Prisoners_(2013_film), https://en.wikipedia.org/wiki/Real_Steel, https://en.wikipedia.org/wiki/Rise_of_the_Guardians, https://en.wikipedia.org/wiki/The_Wolverine_(film), https://en.wikipedia.org/wiki/X-Men:_Days_of_Future_Past, https://en.wikipedia.org/wiki/X-Men_Origins:_Wolverine]",2782900000,926000000,465450000,0.502645788,10
Gerald McRaney,"[https://en.wikipedia.org/wiki/Focus_(2015_film), https://en.wikipedia.org/wiki/The_Disappointments_Room]",164700000,65100000,17250000,0.264976959,2
Emma Tremblay,[https://en.wikipedia.org/wiki/The_Giver_(film)],67000000,25000000,8500000,0.34,1
James Purefoy,[https://en.wikipedia.org/wiki/John_Carter_(film)],284100000,250000000,-107950000,-0.4318,1
Amir Blumenfeld,[https://en.wikipedia.org/wiki/A_Very_Harold_%26_Kumar_3D_Christmas],35400000,19000000,-1300000,-0.068421053,1
