,"
Production
companies
","
Production
company
860,,"
Millennium Films
Nu Image
","


March 20, 2013 (2013-03-20) (France[1])
March 22, 2013 (2013-03-22) (United States)





",119 minutes[2][3],,$161 million[4],$70 million[4],,Conrad W. Hall,United States,Antoine Fuqua,FilmDistrict,John Refoua,,,English,,,Trevor Morris,,"


Antoine Fuqua
Gerard Butler
Alan Siegel
Ed Cathell III
Danny Lerner
Mark Gill


",,,"


Gerard Butler
Aaron Eckhart
Morgan Freeman
Angela Bassett
Robert Forster
Cole Hauser
Finley Jacobsen
Ashley Judd
Melissa Leo
Dylan McDermott
Radha Mitchell
Rick Yune


",,,"


Creighton Rothenberger
Katrin Benedikt


",https://en.wikipedia.org/wiki/Olympus_Has_Fallen,Olympus Has Fallen,"
Millennium Films
Nu Image
",161000000.0,<type 'float'>,70000000.0,<type 'float'>,"[2013-03-20 00:00:00, 2013-03-22 00:00:00]",2013,3,3/22
861,,"
Syco Entertainment
Warrior Poets
Modest Entertainment
","


29 August 2013 (2013-08-29) (United Kingdom)
30 August 2013 (2013-08-30) (United States)





","92 minutes[1]
Extended fan cut:
106 minutes[2]",,$68.5 million[4],$10 million[4],,Neil Harvey,"United Kingdom
United States[3]",Morgan Spurlock,TriStar Pictures,"Guy Harding
Wyatt Smith
Pierre Takal",,,English,,,One Direction,,"Morgan Spurlock
Simon Cowell
Adam Milano
Ben Winston",,,"


Niall Horan
Zayn Malik
Liam Payne
Harry Styles
Louis Tomlinson


",,,,https://en.wikipedia.org/wiki/One_Direction:_This_Is_Us,One Direction: This Is Us,"
Syco Entertainment
Warrior Poets
Modest Entertainment
",68500000.0,<type 'float'>,10000000.0,<type 'float'>,"[2013-08-29 00:00:00, 2013-08-30 00:00:00]",2013,8,8/30
862,,"



Appian Way Productions
Scott Free Productions
Red Granite Pictures



","


December 6, 2013 (2013-12-06)






",116 minutes,,$15.7 million[2],$22 million[1],,Masanobu Takayanagi,United States,Scott Cooper,Relativity Media,David Rosenbloom,,,English,,,Dickon Hinchliffe,,"


Jennifer Davisson Killoran
Leonardo DiCaprio
Ryan Kavanaugh
Ridley Scott
Michael Costigan


",,,"


Christian Bale
Woody Harrelson
Casey Affleck
Forest Whitaker
Willem Dafoe
Zoë Saldana
Sam Shepard


",,,"


Brad Ingelsby
Scott Cooper


",https://en.wikipedia.org/wiki/Out_of_the_Furnace,Out of the Furnace,"



Appian Way Productions
Scott Free Productions
Red Granite Pictures



",15700000.0,<type 'float'>,22000000.0,<type 'float'>,[2013-12-06 00:00:00],2013,12,12/6
863,"



Walt Disney Pictures
Roth Films
Curtis-Donen Productions



",,"


February 14, 2013 (2013-02-14) (El Capitan Theatre)
March 8, 2013 (2013-03-08) (United States)





",130 minutes[1],"Oz series
by L. Frank Baum",$493.3 million[3],$160.2 million[2],,Peter Deming,United States,Sam Raimi,"Walt Disney Studios
Motion Pictures",Bob Murawski,,,English,,,Danny Elfman,,Joe Roth,"


Mitchell Kapner
David Lindsay-Abaire


",,"


James Franco
Mila Kunis
Rachel Weisz
Michelle Williams
Zach Braff
Bill Cobbs
Joey King
Tony Cox


",Mitchell Kapner,,,https://en.wikipedia.org/wiki/Oz_the_Great_and_Powerful,Oz the Great and Powerful,"



Walt Disney Pictures
Roth Films
Curtis-Donen Productions



",493300000.0,<type 'float'>,160200000.0,<type 'float'>,"[2013-02-14 00:00:00, 2013-03-08 00:00:00]",2013,3,3/8
864,"



Legendary Pictures
DDY



",,"


July 1, 2013 (2013-07-01) (Mexico City)








July 12, 2013 (2013-07-12) (United States)






",131 minutes[1],,$411 million[2],$190 million[2],,Guillermo Navarro,"United States
Mexico",Guillermo del Toro,Warner Bros. Pictures,"


John Gilroy
Peter Amundson


",,,English,,,Ramin Djawadi,,"


Guillermo del Toro
Thomas Tull
Jon Jashni
Mary Parent


","


Travis Beacham
Guillermo del Toro


",,"


Charlie Hunnam
Idris Elba
Rinko Kikuchi
Charlie Day
Rob Kazinsky
Max Martini
Ron Perlman


",Travis Beacham,,,https://en.wikipedia.org/wiki/Pacific_Rim_(film),Pacific Rim,"



Legendary Pictures
DDY



",411000000.0,<type 'float'>,190000000.0,<type 'float'>,"[2013-07-01 00:00:00, 2013-07-12 00:00:00]",2013,7,7/12
865,,,"


February 15, 2013 (2013-02-15)






",95 minutes,,"$1,469 (US)[2]",,,,United States[1],Jesse V. Johnson,,,,,English,,,Sean Murray,,"


Justin Bursch
Brad Krevoy


",,,"


Steve Austin
Dolph Lundgren
Eric Keenleyside
William B. Davis
Jerry Trimble


",,,Derek Kolstad,https://en.wikipedia.org/wiki/The_Package_(2013_film),The Package,,1469.0,<type 'float'>,,,[2013-02-15 00:00:00],2013,2,2/15
866,,"
De Line Pictures
","


April 11, 2013 (2013-04-11) (Miami)
April 26, 2013 (2013-04-26) (United States)





",129 minutes[1],"Pain & Gain
by Pete Collins",$86.2 million[2],$26 million[2],,Ben Seresin,United States,Michael Bay,Paramount Pictures,"


Thomas A. Muldoon
Joel Negron


",,,English,,,Steve Jablonsky,,"


Michael Bay
Ian Bryce
Donald De Line


","Christopher Markus
Stephen McFeely",,"


Mark Wahlberg
Dwayne Johnson
Anthony Mackie
Tony Shalhoub
Ed Harris


",,,,https://en.wikipedia.org/wiki/Pain_%26_Gain,Pain & Gain,"
De Line Pictures
",86200000.0,<type 'float'>,26000000.0,<type 'float'>,"[2013-04-11 00:00:00, 2013-04-26 00:00:00]",2013,4,4/26
867,,"
Gaumont Film
Entertainment One
IM Global
","


August 16, 2013 (2013-08-16)






",106 minutes,"Paranoia
by Joseph Finder",$13.8 million[2],$15–$35 million[1][2],,David Tattersall,United States,Robert Luketic,Relativity Media,Priscilla Nedd-Friendly,,,English,,,Junkie XL,,"Alexandra Milchan
Scott Lambert
Deepak Nayar","Barry Levy
Jason Hall",,"Liam Hemsworth
Gary Oldman
Amber Heard
Harrison Ford
Lucas Till
Embeth Davidtz
Julian McMahon
Josh Holloway
Richard Dreyfuss",,,,https://en.wikipedia.org/wiki/Paranoia_(2013_film),Paranoia,"
Gaumont Film
Entertainment One
IM Global
",13800000.0,<type 'float'>,15000000.0,<type 'float'>,[2013-08-16 00:00:00],2013,8,8/16
868,,"



Incentive Filmed Entertainment
Sierra Pictures
Sidney Kimmel Entertainment



","


January 25, 2013 (2013-01-25)






",118 minutes[1],"Flashfire
by Donald E. Westlake",$48.5 million,$35 million,,J. Michael Muro,United States,Taylor Hackford,FilmDistrict,Mark Warner,,,English,,,"


David Buckley


",,"


Les Alexander
Steven Chasman
Taylor Hackford
Sidney Kimmel
Jonathan Mitchell


",John J. McLaughlin,,"Jason Statham
Jennifer Lopez",,,,https://en.wikipedia.org/wiki/Parker_(2013_film),Parker,"



Incentive Filmed Entertainment
Sierra Pictures
Sidney Kimmel Entertainment



",48500000.0,<type 'float'>,35000000.0,<type 'float'>,[2013-01-25 00:00:00],2013,1,1/25
869,,"
American Film Company
Playtone
","


September 1, 2013 (2013-09-01) (Venice Film Festival)
October 4, 2013 (2013-10-04) (United States)





",93 minutes[2],"Reclaiming History: The Assassination of President John F. Kennedy
by Vincent Bugliosi","$1,412,181[4]",$10 million[3],,Barry Ackroyd,United States,Peter Landesman,Exclusive Media Group,"Markus Czyzewski
Leo Trombetta",,,English,,,James Newton Howard[1],,"Gary Goetzman
Tom Hanks
Bill Paxton
Nigel Sinclair
Matt Sinclair",Peter Landesman,,"James Badge Dale
Zac Efron
Jackie Earle Haley
Tom Welling
Colin Hanks
David Harbour
Marcia Gay Harden
Ron Livingston
Jeremy Strong
Billy Bob Thornton
Jacki Weaver
Paul Giamatti",,,,https://en.wikipedia.org/wiki/Parkland_(film),Parkland,"
American Film Company
Playtone
",1412181.0,<type 'float'>,10000000.0,<type 'float'>,"[2013-09-01 00:00:00, 2013-10-04 00:00:00]",2013,10,10/4
870,,"
Anchor Bay Films
Mimran Schur Pictures
","


July 12, 2013 (2013-07-12)






",112 minutes,,"$8,088 (limited release)[1]",,,Jim Whitaker,United States,Wayne Kramer,Anchor Bay Films,Sarah Boyd,,,English,,,The Newton Brothers,,"Jordan Schur
Paul Walker
David Mimran
Nick Thurlow",,,"


Brendan Fraser
Elijah Wood
Vincent D'Onofrio
Pell James
Chi McBride
Matt Dillon
Paul Walker


",,,Adam Minarovich,https://en.wikipedia.org/wiki/Pawn_Shop_Chronicles,Pawn Shop Chronicles,"
Anchor Bay Films
Mimran Schur Pictures
",8088.0,<type 'float'>,,,[2013-07-12 00:00:00],2013,7,7/12
871,,"



Fox 2000 Pictures
Sunswept Entertainment
1492 Pictures
TSG Entertainment



","


August 7, 2013 (2013-08-07)






",106 minutes[1],"The Sea of Monsters
by Rick Riordan","$202,247,751 [3]",$90 million[2],,Shelly Johnson,United States,Thor Freudenthal,20th Century Fox,Mark Goldblatt,,,English,,,Andrew Lockington,,"


Karen Rosenfelt
Michael Barnathan


",Marc Guggenheim,,"


Logan Lerman
Brandon T. Jackson
Alexandra Daddario
Jake Abel
Douglas Smith
Stanley Tucci


",,,,https://en.wikipedia.org/wiki/Percy_Jackson:_Sea_of_Monsters,Percy Jackson: Sea of Monsters,"



Fox 2000 Pictures
Sunswept Entertainment
1492 Pictures
TSG Entertainment



",202247751.0,<type 'float'>,90000000.0,<type 'float'>,[2013-08-07 00:00:00],2013,8,8/7
872,,"



1492 Pictures
Sunswept Entertainment
Dune Entertainment



","


February 2, 2010 (2010-02-02) (Canada)
February 12, 2010 (2010-02-12) (United States)





",119 minutes[1],"The Lightning Thief
by Rick Riordan",$226.5 million[4],$95 million[3][4],,Stephen Goldblatt,"United Kingdom[2]
Australia[2]
Canada
United States",Chris Columbus,20th Century Fox,Peter Honess,,,English,,,Christophe Beck,,"


Karen Rosenfelt
Chris Columbus
Michael Barnathan
Mark Radcliffe


",Craig Titley,,"


Logan Lerman
Brandon T. Jackson
Alexandra Daddario
Jake Abel
Sean Bean
Pierce Brosnan
Steve Coogan
Rosario Dawson
Catherine Keener
Kevin McKidd
Joe Pantoliano
Uma Thurman


",,,,https://en.wikipedia.org/wiki/Percy_Jackson_%26_the_Olympians:_The_Lightning_Thief,"Percy Jackson & the Olympians:
The Lightning Thief","



1492 Pictures
Sunswept Entertainment
Dune Entertainment



",226500000.0,<type 'float'>,95000000.0,<type 'float'>,"[2010-02-02 00:00:00, 2010-02-12 00:00:00]",2010,2,2/12
873,,"
RCR Media Group
Trilogy Entertainment
Solar Filmworks
","


March 1, 2013 (2013-03-01)






",98 minutes,,$1.2 million[1][2],,,Byron Werner,United States,Todd Robinson,RCR Distribution,"Dan Lebental
Terel Gibson",,,English,,,Jeff Rona,,"John Watson
Julian Adams
Pen Densham",,,"Ed Harris
David Duchovny
William Fichtner
Lance Henriksen
Johnathon Schaech
Julian Adams",,,Todd Robinson,https://en.wikipedia.org/wiki/Phantom_(2013_film),Phantom,"
RCR Media Group
Trilogy Entertainment
Solar Filmworks
",1200000.0,<type 'float'>,,,[2013-03-01 00:00:00],2013,3,3/1
874,,,"


31 August 2013 (2013-08-31) (Venice)
1 November 2013 (2013-11-01) (United Kingdom)





",98 minutes[1],"The Lost Child of Philomena Lee
by Martin Sixsmith",$100.1 million[2],$12 million[2],,Robbie Ryan,"


United Kingdom


",Stephen Frears,"


Pathé (United Kingdom)
The Weinstein Company (United States)


",Valerio Bonelli,,,English,,,Alexandre Desplat,,"


Gabrielle Tana
Steve Coogan
Tracey Seaward


","


Steve Coogan
Jeff Pope


",,"


Judi Dench
Steve Coogan


",,,,https://en.wikipedia.org/wiki/Philomena_(film),Philomena,,100100000.0,<type 'float'>,12000000.0,<type 'float'>,"[2013-08-31 00:00:00, 2013-11-01 00:00:00]",2013,11,11/1
875,"



Sidney Kimmel Entertainment
Electric City Entertainment
Verisimilitude



",,"


September 7, 2012 (2012-09-07) (TIFF)
March 29, 2013 (2013-03-29) (United States)





",140 minutes[1],,$47 million[4],$15 million[2][3],,Sean Bobbitt,United States,Derek Cianfrance,Focus Features,"


Jim Helton
Ron Patane


",,,English,,,Mike Patton,,"


Sidney Kimmel
Jamie Patricof
Lynette Howell
Alex Orlovsky


","


Derek Cianofrance
Ben Coccio
Darius Marder


",,"


Ryan Gosling
Bradley Cooper
Eva Mendes
Ben Mendelsohn
Ray Liotta


","


Derek Cianofrance
Ben Coccio


",,,https://en.wikipedia.org/wiki/The_Place_Beyond_the_Pines,The Place Beyond the Pines,"



Sidney Kimmel Entertainment
Electric City Entertainment
Verisimilitude



",47000000.0,<type 'float'>,15000000.0,<type 'float'>,"[2012-09-07 00:00:00, 2013-03-29 00:00:00]",2013,3,3/29
876,,"
Walt Disney Pictures
DisneyToon Studios
","


August 2, 2013 (2013-08-02) (EAA AirVenture Oshkosh)[5]
August 9, 2013 (2013-08-09)[6]





",92 minutes[7],,$239.3 million[8],$50 million[8],,,United States,Klay Hall[1],"Walt Disney Studios
Motion Pictures",Jeremy Milton,,,English,,,Mark Mancina[4],,Tracy Balthazor-Flynn[2],Jeffrey M. Howard[3],,"Dane Cook
Stacy Keach
Teri Hatcher
Priyanka Chopra
Brad Garrett
Julia Louis-Dreyfus
Roger Craig Smith
John Cleese
Carlos Alazraqui
Val Kilmer
Anthony Edwards","John Lasseter
Klay Hall
Jeffrey M. Howard",,,https://en.wikipedia.org/wiki/Planes_(film),Planes,"
Walt Disney Pictures
DisneyToon Studios
",239300000.0,<type 'float'>,50000000.0,<type 'float'>,"[2013-08-02 00:00:00, 2013-08-09 00:00:00]",2013,8,8/9
877,,"
Blumhouse Productions
IM Global Octane
","September 13, 2013",99 minutes,,"$3,080",$2 million,,Daniel Moder,United States,Catherine Hardwicke,Millennium Entertainment,Julia Wong,,,English,,,Nick Launay,,"Jason Blum
Catherine Hardwicke
Sherryl Clark",,,"Emily Browning
Cam Gigandet
Frances Fisher
Xavier Samuel
Brandon Jay McLaren
Dawn Olivieri",,,"Arty Nelson
Catherine Hardwicke",https://en.wikipedia.org/wiki/Plush_(film),Plush,"
Blumhouse Productions
IM Global Octane
",3080.0,<type 'float'>,2000000.0,<type 'float'>,[],NA,NA,NA
878,,"
Provenance Pictures
RCR Pictures
","


April 20, 2013 (2013-04-20) (TFF)
February 7, 2014 (2014-02-07) (limited)





[1]",90 minutes,,"$13,769[2]",,,Polly Morgan,United States,Jenée LaMarque,Dada Films,Kiran Pallegadda,,,English,,,Julian Wass,,"Robin Schorr
Steven J. Berger",,,"Zoe Kazan
Jake Johnson
Ron Livingston
Sterling Beaumon
John Carroll Lynch",,,Jenée LaMarque,https://en.wikipedia.org/wiki/The_Pretty_One,The Pretty One,"
Provenance Pictures
RCR Pictures
",13769.0,<type 'float'>,,,"[2013-04-20 00:00:00, 2014-02-07 00:00:00]",2014,2,2/7
879,,"
Dogfish Pictures
","


January 20, 2013 (2013-01-20) (Sundance)
August 9, 2013 (2013-08-09) (United States)





",94 minutes,"Either Way
by Hafsteinn Gunnar Sigurðsson","$442,313[1]","$725,000",,Tim Orr,United States,David Gordon Green,Magnolia Pictures,Colin Patton,,,English,,,"


Explosions in the Sky
David Wingo


",,"


Lisa Muskat
Derrick Tseng
Craig Zobel
James Belfer
David Gordon Green


",David Gordon Green,,"


Paul Rudd
Emile Hirsch


",,,,https://en.wikipedia.org/wiki/Prince_Avalanche,Prince Avalanche,"
Dogfish Pictures
",442313.0,<type 'float'>,725000.0,<type 'float'>,"[2013-01-20 00:00:00, 2013-08-09 00:00:00]",2013,8,8/9
880,,"
Alcon Entertainment
8:38 Productions
Madhouse Entertainment
","


August 30, 2013 (2013-08-30) (Telluride Film Festival)
September 20, 2013 (2013-09-20) (United States)





",153 minutes[1],,$122.1 million[2],$46 million[2],,Roger A. Deakins,United States,Denis Villeneuve,Warner Bros. Pictures,"Joel Cox
Gary D. Roach",,,English,,,Jóhann Jóhannsson,,"Broderick Johnson
Kira Davis
Andrew A. Kosove
Adam Kolbrenner",,,"Hugh Jackman
Jake Gyllenhaal
Viola Davis
Maria Bello
Terrence Howard
Melissa Leo
Paul Dano",,,Aaron Guzikowski,https://en.wikipedia.org/wiki/Prisoners_(2013_film),Prisoners,"
Alcon Entertainment
8:38 Productions
Madhouse Entertainment
",122100000.0,<type 'float'>,46000000.0,<type 'float'>,"[2013-08-30 00:00:00, 2013-09-20 00:00:00]",2013,9,9/20
881,"



Blumhouse Productions
Platinum Dunes



",,"


May 2, 2013 (2013-05-02) (Stanley Film Festival)
June 7, 2013 (2013-06-07) (United States)





",85 minutes[1],,$89.3 million[3],$3 million[2],,Jacques Jouffret,United States,James DeMonaco,Universal Pictures,Peter Gvozdas,,,English,,,Nathan Whitehead,,"


John Blm
Sébastien K. Lemercier
Michael Bay
Andrew Form
Bradley Fuller


",,,"


Ethan Hawke
Lena Headey
Adelaide Kane
Max Burkholder


",,,James DeMonaco,https://en.wikipedia.org/wiki/The_Purge,The Purge,"



Blumhouse Productions
Platinum Dunes



",89300000.0,<type 'float'>,3000000.0,<type 'float'>,"[2013-05-02 00:00:00, 2013-06-07 00:00:00]",2013,6,6/7
882,,"
Summit Entertainment
DC Entertainment
di Bonaventura Pictures
","


July 19, 2013 (2013-07-19)






",116 minutes[1],"Red
by Warren Ellis
Cully Hamner",$148.1 million[2],$84 million[2],,Enrique Chediak,United States,Dean Parisot,Lionsgate Films,Don Zimmerman,,,English,,,Alan Silvestri,,"


Lorenzo di Bonaventura
Mark Vahradian
David Ready


","Jon Hoeber
Erich Hoeber",,"Bruce Willis
John Malkovich
Mary-Louise Parker
Catherine Zeta-Jones
Byung-hun Lee
Anthony Hopkins
Helen Mirren
Neal McDonough",,,,https://en.wikipedia.org/wiki/RED_2_(film),Red 2,"
Summit Entertainment
DC Entertainment
di Bonaventura Pictures
",148100000.0,<type 'float'>,84000000.0,<type 'float'>,[2013-07-19 00:00:00],2013,7,7/19
883,,"



DC Entertainment
di Bonaventura Pictures



","


September 29, 2010 (2010-09-29) (Austin Fantastic Fest)
October 15, 2010 (2010-10-15)





",111 minutes,"Red
by Warren Ellis
Cully Hamner",$199 million[1],$58 million[1][2],,Florian Ballhaus,United States,Robert Schwentke,Summit Entertainment,Thom Noble,,,English,,,Christophe Beck,,"


Lorenzo di Bonaventura
Mark Vahradian


","


Jon Hoeber
Erich Hoeber


",,"


Bruce Willis
Morgan Freeman
John Malkovich
Karl Urban
Mary-Louise Parker
Helen Mirren


",,,,https://en.wikipedia.org/wiki/RED_(film),Red,"



DC Entertainment
di Bonaventura Pictures



",199000000.0,<type 'float'>,58000000.0,<type 'float'>,"[2010-09-29 00:00:00, 2010-10-15 00:00:00]",2010,10,10/15
884,,,"


22 March 2013 (2013-03-22)






",,,"$10,730",$5 million,,Jeff Garton,United States,Matt Orlando,,Ken Conrad,,,English,,,,,"Philip Glasser
Brian Hartman
Aaron Levine
Amanda Jane McBridge
Mischa Barton[1]",,,"Mischa Barton
Michael Clarke Duncan
Devon Sawa",,,Matt Orlando,https://en.wikipedia.org/wiki/A_Resurrection_(film),A Resurrection,,10730.0,<type 'float'>,5000000.0,<type 'float'>,[2013-03-22 00:00:00],2013,3,3/22
885,,"



Radar Pictures
One Race Films



","


September 4, 2013 (2013-09-04) (United Kingdom)
September 6, 2013 (2013-09-06) (United States)





",119 minutes[1],"Characters
by Jim Wheat
Ken Wheat",$98.3 million[2],$38 million[2],,David Eggby,United States,David Twohy,Universal Pictures,Tracy Adams,,,English,,,Graeme Revell,,"


Vin Diesel
Ted Field
Samantha Vincent


",,,"


Vin Diesel
Jordi Mollà
Matt Nable
Katee Sackhoff
Dave Bautista
Bokeem Woodbine
Raoul Trujillo
Karl Urban


",,,David Twohy,https://en.wikipedia.org/wiki/Riddick_(film),Riddick,"



Radar Pictures
One Race Films



",98300000.0,<type 'float'>,38000000.0,<type 'float'>,"[2013-09-04 00:00:00, 2013-09-06 00:00:00]",2013,9,9/6
886,,"



Radar Pictures
One Race Films



","


June 11, 2004 (2004-06-11)






","119 minutes
135 minutes (Director's cut)","Characters
by Jim Wheat
Ken Wheat",$115.8 million[1],$105[1]–120 million[2],,Hugh Johnson,United States,David Twohy,Universal Pictures,"


Tracy Adams
Martin Hunter
Dennis Virkler


",,,English,,,Graeme Revell,,"


Scott Kroopf
Vin Diesel


",,,"


Vin Diesel
Thandie Newton
Karl Urban
Colm Feore
Linus Roache
Keith David
Yorick van Wageningen
Alexa Davalos
Nick Chinlund
Judi Dench


",,,David Twohy,https://en.wikipedia.org/wiki/The_Chronicles_of_Riddick,The Chronicles of Riddick,"



Radar Pictures
One Race Films



",115800000.0,<type 'float'>,105000000.0,<type 'float'>,[2004-06-11 00:00:00],2004,6,6/11
887,,"



Dark Horse Entertainment
Original Film
Relativity Media
101st Street Productions (uncredited)



","


July 17, 2013 (2013-07-17) (Iceland)
July 19, 2013 (2013-07-19) (United States)





",96 minutes[2],"Rest in Peace Department
by Peter M. Leskov & Lucas Marangon",$78.3 million[5],$103.4 million[4],,Alwin H. Küchler,United States[3],Robert Schwentke,Universal Pictures,Mark Helfrich,,,English,,,Christophe Beck[1],,"


Peter M. Lenkov
Neal H. Moritz
Mike Richardson


","


Phil Hay
Matt Manfredi


",,"


Jeff Bridges
Ryan Reynolds
Kevin Bacon
Mary-Louise Parker
Stephanie Szostak
Marisa Miller


","


David Dobkin
Phil Hay
Matt Manfredi


",,,https://en.wikipedia.org/wiki/R.I.P.D.,R.I.P.D.,"



Dark Horse Entertainment
Original Film
Relativity Media
101st Street Productions (uncredited)



",78300000.0,<type 'float'>,103400000.0,<type 'float'>,"[2013-07-17 00:00:00, 2013-07-19 00:00:00]",2013,7,7/19
888,,"
Arc Productions
Arad Productions
Crystal Sky Pictures
Brookwell McNamara Entertainment
","


May 28, 2013 (2013-05-28)[1]






",86 minutes[2],Robosapien by WowWee,Unknown,$15 million[3],,Christian Sebaldt,United States,Sean McNamara,"TVA Films (Canada)
Anchor Bay Films (US)",Jeff Canavan,,,English,,,John Coda,,"Avi Arad
Steven Paul",,,"Bobby Coleman
Holliston Coleman
Penelope Ann Miller
David Eigenberg",Avi Arad,,"Max Botkin
Avi Arad",https://en.wikipedia.org/wiki/Robosapien:_Rebooted,Robosapien: Rebooted,"
Arc Productions
Arad Productions
Crystal Sky Pictures
Brookwell McNamara Entertainment
",unknown,<type 'unicode'>,15000000.0,<type 'float'>,[2013-05-28 00:00:00],2013,5,5/28
889,,"



Regency Enterprises
Appian Way Productions
Double Feature Films
TSG Entertainment



","


September 18, 2013 (2013-09-18) (Las Vegas)
October 4, 2013 (2013-10-04) (United States)





",91 minutes[1],,$62.7 million[3],$30 million[2][3],,Mauro Fiore,United States,Brad Furman,20th Century Fox,Jeff McEvoy,,,English,,,Christophe Beck,,"


Arnon Milchan
Jennifer Davisson Killoran
Leonardo DiCaprio
Michael Shamberg
Stacey Sher
Brian Koppelman


",,,"


Justin Timberlake
Gemma Arterton
Anthony Mackie
Ben Affleck


",,,"


Brian Koppelman
David Levien


",https://en.wikipedia.org/wiki/Runner_Runner_(film),Runner Runner,"



Regency Enterprises
Appian Way Productions
Double Feature Films
TSG Entertainment



",62700000.0,<type 'float'>,30000000.0,<type 'float'>,"[2013-09-18 00:00:00, 2013-10-04 00:00:00]",2013,10,10/4
890,,"
Relativity Media
Temple Hill Entertainment
","


February 14, 2013 (2013-02-14)






",116 minutes[2],"Safe Haven
by Nicholas Sparks","US$97,594,140[4]",US$28 million[3],,Terry Stacey,United States,Lasse Hallström,Relativity Media,Andrew Mondshein,,,English,,,Deborah Lurie[1],,"Marty Bowen
Chad Freet
Wyck Godfrey
Ryan Kavanaugh","Gage Lansky
Dana Stevens",,"Josh Duhamel
Julianne Hough
Cobie Smulders
David Lyons",,,,https://en.wikipedia.org/wiki/Safe_Haven_(film),Safe Haven,"
Relativity Media
Temple Hill Entertainment
",97594140.0,<type 'float'>,28000000.0,<type 'float'>,[2013-02-14 00:00:00],2013,2,2/14
891,,,"


September 6, 2013 (2013-09-06)






",,,"$650,675[1]",,,"Anthony Savini
Buddy Squires",United States,Shane Salerno,The Weinstein Company,Jeffrey Doe,,,English,,,,,"Shane Salerno
Buddy Squires
Deborah Randall
Craig Fanning",,,,,,Shane Salerno,https://en.wikipedia.org/wiki/Salinger_(film),Salinger,,650675.0,<type 'float'>,,,[2013-09-06 00:00:00],2013,9,9/6
892,,"



Walt Disney Pictures
Ruby Films
Essential Media and Entertainment
BBC Films
Hopscotch Features



","


October 20, 2013 (2013-10-20) (BFI London Film Festival)
November 29, 2013 (2013-11-29) (United Kingdom)
December 13, 2013 (2013-12-13) (US)




",125 minutes[1],,$117.9 million[3],$35 million[2],,John Schwartzman,"


Australia
United Kingdom
United States


",John Lee Hancock,"Walt Disney Studios
Motion Pictures",Mark Livolsi,,,English,,,Thomas Newman,,"


Alison Owen
Ian Collie
Philip Steuer


",,,"


Emma Thompson
Tom Hanks
Paul Giamatti
Jason Schwartzman
Bradley Whitford
Colin Farrell


",,,"


Kelly Marcel
Sue Smith


",https://en.wikipedia.org/wiki/Saving_Mr._Banks,Saving Mr. Banks,"



Walt Disney Pictures
Ruby Films
Essential Media and Entertainment
BBC Films
Hopscotch Features



",117900000.0,<type 'float'>,35000000.0,<type 'float'>,"[2013-10-20 00:00:00, 2013-11-29 00:00:00, 2013-12-13 00:00:00]",2013,12,12/13
893,,"
Brad Grey Pictures
Dimension Films
","


April 12, 2013 (2013-04-12)






","86 minutes[1]
89 minutes (unrated)",,$78.4 million[2],$20 million[2],,Steven Douglas Smith,United States,Malcolm D. Lee,"Dimension Films
The Weinstein Company",Sam Seig,,,English,,,James L. Venable,,"David Zucker
Phil Dornfeld",,,"Ashley Tisdale
Simon Rex
Erica Ash
Molly Shannon
Heather Locklear
J. P. Manoux
Jerry O'Connell
Charlie Sheen
Lindsay Lohan",,,"Pat Proft
David Zucker",https://en.wikipedia.org/wiki/Scary_Movie_5,Scary Movie 5,"
Brad Grey Pictures
Dimension Films
",78400000.0,<type 'float'>,20000000.0,<type 'float'>,[2013-04-12 00:00:00],2013,4,4/12
894,"



Miramax Films
Dimension Films
Brad Grey Pictures



",,"


April 14, 2006 (2006-04-14)






",83 minutes[1],,$178.3 million,$40 million[2],,Thomas E. Ackerman,United States,David Zucker,"


North America:
The Weinstein Company
International:
Buena Vista International


","


Craig Herring
Tom Lewis


",,,English,,,James L. Venable,,"


Robert K. Weiss
Craig Mazin


","


Jim Abrahams
Craig Mazin
Pat Proft


",,"


Anna Faris
Regina Hall
Craig Bierko
Bill Pullman
Anthony Anderson
Carmen Electra
Chris Elliott
Kevin Hart
Cloris Leachman
Michael Madsen
Phil McGraw
Leslie Nielsen
Shaquille O'Neal
Molly Shannon


",Craig Mazin,,,https://en.wikipedia.org/wiki/Scary_Movie_4,Scary Movie 4,"



Miramax Films
Dimension Films
Brad Grey Pictures



",178300000.0,<type 'float'>,40000000.0,<type 'float'>,[2006-04-14 00:00:00],2006,4,4/14
