,"
Production
companies
","
Production
company
381,,"
Appian Way Productions
","


March 7, 2011 (2011-03-07) (Hollywood premiere)
March 11, 2011 (2011-03-11)





",100 minutes,Little Red Riding Hood by Charles Perrault and by Brothers Grimm,"$89,162,162[2]",$42 million[1],,Mandy Walker,"United States
Canada njhh",Catherine Hardwicke,Warner Bros.,"Nancy Richardson
Julia Wong",,,English,,,"Brian Reitzell
Alex Heffes",,"Leonardo DiCaprio
Jennifer Davisson Killoran
Julie Yorn",,,"Amanda Seyfried
Gary Oldman
Billy Burke
Shiloh Fernandez
Max Irons
Virginia Madsen
Lukas Haas
Julie Christie",,,David Leslie Johnson,https://en.wikipedia.org/wiki/Red_Riding_Hood_(2011_film),Red Riding Hood,"
Appian Way Productions
",89162162.0,<type 'float'>,42000000.0,<type 'float'>,"[2011-03-07 00:00:00, 2011-03-11 00:00:00]",2011,3,3/11
382,,"
The Harvey Boys[1]
","


January 23, 2011 (2011-01-23) (Sundance)
September 23, 2011 (2011-09-23) (United States)





[2]",88 minutes[3],,"$1,874,460[5][6]",$4 million[4],,Dave Klein,United States,Kevin Smith,"SModcast Pictures
(United States, Theatrical)
Lionsgate
(United States, Home Video)",Kevin Smith,,,English,,,,,Jonathan Gordon,,,"Michael Angarano
Kerry Bishé
Nicholas Braun
Kyle Gallner
John Goodman
Melissa Leo
Michael Parks
Kevin Pollak
Stephen Root",,,Kevin Smith,https://en.wikipedia.org/wiki/Red_State_(2011_film),Red State,"
The Harvey Boys[1]
",1874460.0,<type 'float'>,4000000.0,<type 'float'>,"[2011-01-23 00:00:00, 2011-09-23 00:00:00]",2011,9,9/23
383,,"
Imagine Entertainment
","


May 12, 2011 (2011-05-12) (Cannes)
September 16, 2011 (2011-09-16) (United States)





",91 minutes,,"$163,265[1]",$8 million[1],,Harris Savides,"


United States
United Kingdom


",Gus Van Sant,Sony Pictures Classics,Elliot Graham,,,English,,,Danny Elfman,,"


Gus Van Sant
Bryce Dallas Howard
Ron Howard
Brian Grazer


",,,"


Henry Hopper
Mia Wasikowska


",,,Jason Lew,https://en.wikipedia.org/wiki/Restless_(2011_film),Restless,"
Imagine Entertainment
",163265.0,<type 'float'>,8000000.0,<type 'float'>,"[2011-05-12 00:00:00, 2011-09-16 00:00:00]",2011,9,9/16
384,,"
Blue Sky Studios
20th Century Fox Animation
","


March 22, 2011 (2011-03-22) (World premiere)[1]
April 15, 2011 (2011-04-15) (North America)





",96 minutes,,$484.6 million[3],$90 million[2],,Renato Falcão,United States,Carlos Saldanha,20th Century Fox,Harry Hitner,,,"English
Portuguese",,,John Powell,,"Bruce Anderson
John C. Donkin","Don Rhymer
Joshua Sternin
Jeffrey Ventimilia
Sam Harper",,"


Anne Hathaway
Jesse Eisenberg
George Lopez
Jemaine Clement
Tracy Morgan
Leslie Mann
Will.i.am
Jamie Foxx


","Carlos Saldanha
Earl Richey Jones
Todd Jones",,,https://en.wikipedia.org/wiki/Rio_(2011_film),Rio,"
Blue Sky Studios
20th Century Fox Animation
",484600000.0,<type 'float'>,90000000.0,<type 'float'>,"[2011-03-22 00:00:00, 2011-04-15 00:00:00]",2011,4,4/15
385,,"



Chernin Entertainment
Dune Entertainment
Big Screen Productions
Ingenious Film Partners



","


August 5, 2011 (2011-08-05)






",105 minutes,"Premise suggested by Planet of the Apes
by Pierre Boulle",$481 million[5],$93 million[4],,Andrew Lesnie,United States[1][2][3],Rupert Wyatt,20th Century Fox,"


Conrad Buff
Mark Goldblatt


",,,English,,,Patrick Doyle,,"


Peter Chernin
Dylan Clark
Rick Jaffa
Amanda Silver


",,,"


James Franco
Freida Pinto
John Lithgow
Brian Cox
Tom Felton
Andy Serkis


",,,"


Rick Jaffa
Amanda Silver


",https://en.wikipedia.org/wiki/Rise_of_the_Planet_of_the_Apes,Rise of the Planet of the Apes,"



Chernin Entertainment
Dune Entertainment
Big Screen Productions
Ingenious Film Partners



",481000000.0,<type 'float'>,93000000.0,<type 'float'>,[2011-08-05 00:00:00],2011,8,8/5
386,,"
New Line Cinema
TriBeCa Productions
","


January 26, 2011 (2011-01-26) (Hollywood premiere)
January 28, 2011 (2011-01-28)[1]





",113 minutes[2],"The Rite: The Making of a Modern Exorcist
by Matt Baglio",$96 million,$37 million[3],,Ben Davis,"


United States
Hungary
Italy


",Mikael Håfström,"


Warner Bros. Pictures


",Peter Boyle,,,"


English
Italian
Welsh
Latin
Russian
Hungarian


",,,Alex Heffes,,"


Beau Flynn
Tripp Vinson


",,,"


Anthony Hopkins
Colin O'Donoghue
Alice Braga
Ciarán Hinds
Rutger Hauer


",,,Michael Petroni,https://en.wikipedia.org/wiki/The_Rite_(2011_film),The Rite,"
New Line Cinema
TriBeCa Productions
",96000000.0,<type 'float'>,37000000.0,<type 'float'>,"[2011-01-26 00:00:00, 2011-01-28 00:00:00]",2011,1,1/28
387,,"
Vertigo Entertainment
","


February 4, 2011 (2011-02-04)






",94 minutes,,"$40,492,759[2]",$16 million[1],,Phil Parmet,United States,Christian E. Christiansen,Screen Gems,Randy Bricker,,,English,,,John Frizzell,,"Roy Lee
Doug Davison
Irene Yeung
Sonny Mallhi",,,"Leighton Meester
Minka Kelly
Cam Gigandet
Danneel Harris
Matt Lanter
Aly Michalka
Frances Fisher
Billy Zane",,,Sonny Mallhi,https://en.wikipedia.org/wiki/The_Roommate,The Roommate,"
Vertigo Entertainment
",40492759.0,<type 'float'>,16000000.0,<type 'float'>,[2011-02-04 00:00:00],2011,2,2/4
388,,"
GK Films
Infinitum Nihil
Film Engine
","


October 13, 2011 (2011-10-13) (Los Angeles premiere)
October 28, 2011 (2011-10-28) (United States)





",120 minutes[2],"The Rum Diary
by Hunter S. Thompson",$23.9 million[3],$45 million[3][4],,Dariusz Wolski,United States,Bruce Robinson,FilmDistrict (US)[1],Carol Littleton,,,English,,,Christopher Young,,"Johnny Depp
Graham King
Christi Dembrowski
Anthony Rhulen
Robert Kravis
Tim Headington",,,"Johnny Depp
Aaron Eckhart
Michael Rispoli
Amber Heard
Richard Jenkins
Giovanni Ribisi",,,Bruce Robinson,https://en.wikipedia.org/wiki/The_Rum_Diary_(film),The Rum Diary,"
GK Films
Infinitum Nihil
Film Engine
",23900000.0,<type 'float'>,45000000.0,<type 'float'>,"[2011-10-13 00:00:00, 2011-10-28 00:00:00]",2011,10,10/28
389,,"
Relativity Media
Wayfare Entertainment
FilmNation Entertainment
","


3 February 2011 (2011-02-03) (Australia)
4 February 2011 (2011-02-04) (US)





",109 minutes,,$108.6 million[2],$30 million[2],,Jules O'Loughlin,"Australia[1]
United States",Alister Grierson,Universal Pictures,Mark Warner,,,English,,,David Hirschfelder,,Andrew Wight,,,"Richard Roxburgh
Rhys Wakefield
Alice Parkinson
Dan Wyllie
Ioan Gruffudd",,,"John Garvin
Andrew Wight",https://en.wikipedia.org/wiki/Sanctum_(film),Sanctum,"
Relativity Media
Wayfare Entertainment
FilmNation Entertainment
",108600000.0,<type 'float'>,30000000.0,<type 'float'>,"[2011-02-03 00:00:00, 2011-02-04 00:00:00]",2011,2,2/4
390,,"



Corvus Corax Productions[3]
Outerbanks Entertainment[3]
The Weinstein Company[3]



","


April 11, 2011 (2011-04-11) (Hollywood)
April 15, 2011 (2011-04-15) (United States)





",111 minutes,"Characters
by Kevin Williamson",$97.1 million[4],$40 million[4],,Peter Deming,United States,Wes Craven,Dimension Films[3],Peter McNulty,,,English,,,Marco Beltrami,,"


Wes Craven
Iya Labunka
Kevin Williamson


",,,"


David Arquette
Neve Campbell
Courteney Cox
Emma Roberts
Hayden Panettiere
Anthony Anderson
Alison Brie
Adam Brody
Rory Culkin
Marielle Jaffe
Erik Knudsen
Mary McDonnell
Marley Shelton
Nico Tortorella


",,,"Kevin Williamson
Uncredtied:
Ehren Kruger[1]
Paul Harris Boardman.[2]",https://en.wikipedia.org/wiki/Scream_4,Scream 4,"



Corvus Corax Productions[3]
Outerbanks Entertainment[3]
The Weinstein Company[3]



",97100000.0,<type 'float'>,40000000.0,<type 'float'>,"[2011-04-11 00:00:00, 2011-04-15 00:00:00]",2011,4,4/15
391,"



Konrad Pictures[1]
Craven-Maddalena Films[1]



",,"


February 3, 2000 (2000-02-03) (Westwood)
February 4, 2000 (2000-02-04) (United States)





",117 minutes[2],"Characters
by Kevin Williamson",$161.8 million[3],$40 million[3],,Peter Deming,United States,Wes Craven,Dimension Films[1],Patrick Lussier,,,English,,,Marco Beltrami,,"


Cathy Konrad
Kevin Williamson
Marianne Maddalena


",,,"


David Arquette
Neve Campbell
Courteney Cox Arquette
Patrick Dempsey
Scott Foley
Lance Henriksen
Matt Keeslar
Jenny McCarthy
Emily Mortimer
Parker Posey
Deon Richmond
Patrick Warburton


",,,Ehren Kruger,https://en.wikipedia.org/wiki/Scream_3,Scream 3,"



Konrad Pictures[1]
Craven-Maddalena Films[1]



",161800000.0,<type 'float'>,40000000.0,<type 'float'>,"[2000-02-03 00:00:00, 2000-02-04 00:00:00]",2000,2,2/4
392,,"
Atlas Entertainment
","


January 4, 2011 (2011-01-04) (New York premiere)
January 7, 2011 (2011-01-07)





",98 minutes,,$91.6 million[2],$40 million[1],,Amir Mokri,"United States
United Kingdom
Australia","Dominic Sena
Brett Ratner (uncredited reshoots)","Rogue
(through Relativity Media, current)","Mark Helfrich
Dan Zimmerman",,,English,,,Atli Örvarsson,,"Alex Gartner
Charles Roven",,,"Nicolas Cage
Ron Perlman
Stephen Campbell Moore
Claire Foy
Stephen Graham
Ulrich Thomsen
Robert Sheehan
Christopher Lee",,,Bragi F. Schut,https://en.wikipedia.org/wiki/Season_of_the_Witch_(2011_film),Season of the Witch,"
Atlas Entertainment
",91600000.0,<type 'float'>,40000000.0,<type 'float'>,"[2011-01-04 00:00:00, 2011-01-07 00:00:00]",2011,1,1/7
393,,"
Utopia Pictures & Television
","


September 2, 2011 (2011-09-02) (United States)






",98 minutes,"Golf's Sacred Journey: Seven Days at the Links of Utopia
by David L. Cook",$4.4 million[1],$7.5 million,,M. David Mullen,United States,Matt Russell,,Robert Kamatsu,,,English,,,"


Klaus Badelt
Christopher Carmichael


",,"


Jason Michael Berman
Mark G. Mathis


",,,"


Robert Duvall
Lucas Black
Melissa Leo


",,,"


David Cook
Rob Levine
Matt Russell
Sandra Thrift


",https://en.wikipedia.org/wiki/Seven_Days_in_Utopia,Seven Days in Utopia,"
Utopia Pictures & Television
",4400000.0,<type 'float'>,7500000.0,<type 'float'>,[2011-09-02 00:00:00],2011,9,9/2
394,,"
Sierra Pictures
Incentive Filmed Entertainment
Silverwood Films
Next Entertainment
","


September 2, 2011 (2011-09-02)






",90 minutes,,"$40,136,479[2]",$25 million[1],,Gary Capo,United States,David R. Ellis,Rogue,Dennis Virkler,,,English,,,Graeme Revell,,"Chris Briggs
Mike Fleiss
Lynette Howell",,,"Sara Paxton
Dustin Milligan
Chris Carmack
Katharine McPhee
Donal Logue
Joshua Leonard
Joel David Moore",,,"Will Hayes
Jesse Studenberg",https://en.wikipedia.org/wiki/Shark_Night_3D,Shark Night,"
Sierra Pictures
Incentive Filmed Entertainment
Silverwood Films
Next Entertainment
",40136479.0,<type 'float'>,25000000.0,<type 'float'>,[2011-09-02 00:00:00],2011,9,9/2
395,,"
Village Roadshow Pictures
Silver Pictures
Wigram Productions
","


16 December 2011 (2011-12-16)






",129 minutes[1],"Characters
by Arthur Conan Doyle",$545.4 million[3],$125 million[2],,Philippe Rousselot,"United Kingdom
United States",Guy Ritchie,Warner Bros. Pictures,James Herbert,,,English,,,Hans Zimmer,,"Joel Silver
Lionel Wigram
Susan Downey
Dan Lin",,,"Robert Downey Jr.
Jude Law
Noomi Rapace
Jared Harris
Rachel McAdams
Eddie Marsan",,,"Michele Mulroney
Kieran Mulroney",https://en.wikipedia.org/wiki/Sherlock_Holmes:_A_Game_of_Shadows,"Sherlock Holmes:
A Game of Shadows","
Village Roadshow Pictures
Silver Pictures
Wigram Productions
",545400000.0,<type 'float'>,125000000.0,<type 'float'>,[2011-12-16 00:00:00],2011,12,12/16
396,,"
Silver Pictures
Village Roadshow Pictures
Wigram Productions
","


25 December 2009 (2009-12-25) (United States)
26 December 2009 (2009-12-26) (United Kingdom)





",129 minutes,"Characters created
by Sir Arthur Conan Doyle",$524 million[2],$90 million[1],,Philippe Rousselot,"


United Kingdom
United States


",Guy Ritchie,"Warner Bros. Pictures
Roadshow Entertainment (Australia & New Zealand)",James Herbert,,,English,,,Hans Zimmer,,"Andrew Kosove
Broderick Johnson
Lionel Wigram
Susan Downey
Dan Lin","Michael Robert Johnson
Anthony Peckham
Simon Kinberg",,"Robert Downey Jr.
Jude Law
Rachel McAdams
Mark Strong
Eddie Marsan","Lionel Wigram
Michael Robert Johnson",,,https://en.wikipedia.org/wiki/Sherlock_Holmes_(2009_film),Sherlock Holmes,"
Silver Pictures
Village Roadshow Pictures
Wigram Productions
",524000000.0,<type 'float'>,90000000.0,<type 'float'>,"[2009-12-25 00:00:00, 2009-12-26 00:00:00]",2009,12,12/26
397,,"
Michael De Luca Productions
","


December 9, 2011 (2011-12-09)






","81 minutes[1]
87 minutes (unrated extended version)",,$34.9 million[3],$25 million[2],,Tim Orr,United States,David Gordon Green,20th Century Fox,Craig Alpert,,,English,,,"Jeff McIlwain
David Wingo",,Michael De Luca,,,"Jonah Hill
Max Records
Ari Graynor
Sam Rockwell
J. B. Smoove",,,"Brian Gatewood
Alessandro Tanaka",https://en.wikipedia.org/wiki/The_Sitter_(2011_film),The Sitter,"
Michael De Luca Productions
",34900000.0,<type 'float'>,25000000.0,<type 'float'>,[2011-12-09 00:00:00],2011,12,12/9
398,,"
Freeman Film
Reversal Films
Skateland Productions
","


January 25, 2010 (2010-01-25) (Sundance)
May 13, 2011 (2011-05-13) (United States)





",98 minutes,,"$19,411[1]",,,Peter Simonite,United States,Anthony Burns,Freestyle Releasing,Robert Hoffman,,,English,,,Michael Penn,,"Anthony Burns
Brandon Freeman
Heath Freeman
Justin Gilley
Nicholas Jayanty
Victor Moyers",,,"Shiloh Fernandez
Ashley Greene
Brett Cullen
James LeGros
Taylor Handley
Haley Ramm",,,"Anthony Burns
Brandon Freeman
Heath Freeman",https://en.wikipedia.org/wiki/Skateland,Skateland,"
Freeman Film
Reversal Films
Skateland Productions
",19411.0,<type 'float'>,,,"[2010-01-25 00:00:00, 2011-05-13 00:00:00]",2011,5,5/13
399,,"
Sony Pictures Animation
Kerner Entertainment Company
","


June 16, 2011 (2011-06-16) (Júzcar)
July 29, 2011 (2011-07-29) (United States)





",103 minutes,"The Smurfs
by Peyo",$563.7 million[2],$110 million[1],,Phil Meheux,United States,Raja Gosnell,Columbia Pictures,Sabrina Plisco,,,English,,,Heitor Pereira,Tom Kane,Jordan Kerner,"J. David Stem
David N. Weiss
Jay Scherick
David Ronn",,"Hank Azaria
Neil Patrick Harris
Jayma Mays
Sofia Vergara
Tim Gunn
Jonathan Winters
Katy Perry
Fred Armisen
Alan Cumming
Anton Yelchin
George Lopez","J. David Stem
David N. Weiss",,,https://en.wikipedia.org/wiki/The_Smurfs_(film),The Smurfs,"
Sony Pictures Animation
Kerner Entertainment Company
",563700000.0,<type 'float'>,110000000.0,<type 'float'>,"[2011-06-16 00:00:00, 2011-07-29 00:00:00]",2011,7,7/29
400,,,"


7 October 1976 (1976-10-07) (Belgium)
25 November 1983 (1983-11-25) (U.S.)





",74 minutes,"The Smurfs
by Peyo",$19 million[3],,,,Belgium,"Peyo
Jose Dutillieu[1]
Eddie Lateste",Atlantic Releasing Corporation,"Nebiha Ben Milad
Michèle Neny",,,French,,,Michel Legrand,,Jose Dutilieu,,,See cast below[1][2],,,"Peyo
Yvan Delporte",https://en.wikipedia.org/wiki/The_Smurfs_and_the_Magic_Flute,The Smurfs and the Magic Flute,,19000000.0,<type 'float'>,,,"[1976-10-07 00:00:00, 1983-11-25 00:00:00]",1983,11,11/25
401,,"
IDG China Creative Media Limited
Big Feet
","


July 15, 2011 (2011-07-15) (United States)






",104 minutes[1],"Snow Flower and the Secret Fan
by Lisa See","$11,348,205[2]",$6 million[2],,Richard Wong,"China
United States",Wayne Wang,"Fox Searchlight Pictures (US)
Pinnacle Films (Australia)",Deirdre Slevin,,,"Mandarin Chinese, English, Korean",,,Rachel Portman,,"Wendi Murdoch
Florence Sloan","Angela Workman
Ronald Bass
Michael K. Ray",,"Gianna Jun
Li Bingbing
Vivian Wu
Wu Jiang
Russell Wong
Coco Chiang
Hu Jingyun
Archie Kao",,,,https://en.wikipedia.org/wiki/Snow_Flower_and_the_Secret_Fan_(film),Snow Flower and the Secret Fan,"
IDG China Creative Media Limited
Big Feet
",11348205.0,<type 'float'>,6000000.0,<type 'float'>,[2011-07-15 00:00:00],2011,7,7/15
402,,"
Alcon Entertainment
2S Films
","


April 2011 (2011-04) (Newport Beach International Film Festival)
May 6, 2011 (2011-05-06)





",112 minutes,"Something Borrowed
2005 novel
by Emily Giffin",$60.1 million[2],$35 million[1],,Charles Minsky,United States,Luke Greenfield,Warner Bros.,John Axelrad,,,English,,,Alex Wurman,,"Hilary Swank
Molly Mickler Smith
Broderick Johnson
Andrew Kosove
Aaron Lubin
Pamela Schein Murphy",Jennie Snyder Urman,,"Ginnifer Goodwin
Kate Hudson
John Krasinski
Colin Egglesfield
Steve Howey
Ashley Williams",,,,https://en.wikipedia.org/wiki/Something_Borrowed_(film),Something Borrowed,"
Alcon Entertainment
2S Films
",60100000.0,<type 'float'>,35000000.0,<type 'float'>,[2011-05-06 00:00:00],2011,5,5/6
403,,"



Nu Image
Millennium Films



","


January 28, 2011 (2011-01-28) (Sundance)






",95 minutes,,$1.1 million[1],$15 million[1],,Benoit Delhomme,United States,Dito Montiel,"Hannibal Pictures
Millennium Films
Nu Image Films
Anchor Bay Films",Jake Pushinski,,,English,,,"


Jonathan Elias
David Wittman


",,"


Avi Lerner
Holly Wiersma
John Thompson


",,,"


Channing Tatum
Tracy Morgan
Katie Holmes
Ray Liotta
Juliette Binoche
Al Pacino


",,,Dito Montiel,https://en.wikipedia.org/wiki/The_Son_of_No_One,The Son of No One,"



Nu Image
Millennium Films



",1100000.0,<type 'float'>,15000000.0,<type 'float'>,[2011-01-28 00:00:00],2011,1,1/28
404,,"



Mandalay Vision
Brookwell McNamara Entertainment
Island Film Group
Enticing Entertainment
Affirm Films
Life's a Beach Entertainment



","


April 8, 2011 (2011-04-08)






",106 minutes,"



Soul Surfer: A True Story of Faith, Family, and Fighting to Get Back on the Board
by


Bethany Hamilton
Sheryl Berk
Rick Bundschuh






","$47,088,990[1]",$18 million,,John R. Leonetti,United States,Sean McNamara,"TriStar Pictures
FilmDistrict",Jeff Canavan,,,English,,,Marco Beltrami,,"


David Zelon
Douglas Schwartz
Dutch Hofstetter
David Brookwell
Sean McNamara


","


Sean McNamara
Deborah Schwartz
Douglas Schwartz
Michael Berk


",,"


AnnaSophia Robb
Helen Hunt
Lorraine Nicholson
Carrie Underwood
Dennis Quaid


","


Sean McNamara
Deborah Schwartz
Douglas Schwartz
Michael Berk
Matt Allen
Caleb Wilson
Brad Gann


",,,https://en.wikipedia.org/wiki/Soul_Surfer_(film),Soul Surfer,"



Mandalay Vision
Brookwell McNamara Entertainment
Island Film Group
Enticing Entertainment
Affirm Films
Life's a Beach Entertainment



",47088990.0,<type 'float'>,18000000.0,<type 'float'>,[2011-04-08 00:00:00],2011,4,4/8
405,"



The Mark Gordon Company
Vendôme Pictures



",,"


March 11, 2011 (2011-03-11) (SXSW)
April 1, 2011 (2011-04-01) (United States)
April 20, 2011 (2011-04-20) (France)




",93 minutes,,$147.3 million[3],$32 million[2],,Don Burgess,"


United States[1]
France[1]


",Duncan Jones,Summit Entertainment,Paul Hirsch,,,English,,,Chris P. Bacon,,"


Mark Gordon
Jordan Wynn
Philippe Rousselet


",,,"


Jake Gyllenhaal
Michelle Monaghan
Vera Farmiga


",,,Ben Ripley,https://en.wikipedia.org/wiki/Source_Code,Source Code,"



The Mark Gordon Company
Vendôme Pictures



",147300000.0,<type 'float'>,32000000.0,<type 'float'>,"[2011-03-11 00:00:00, 2011-04-01 00:00:00, 2011-04-20 00:00:00]",2011,4,4/20
406,,"



Troublemaker Studios
Dimension Films1



","


August 19, 2011 (2011-08-19)[1]






",88 minutes[2],,$85.6 million[4],$27 million[3],,"


Robert Rodriguez
Jimmy Lindsey


",United States,Robert Rodriguez,The Weinstein Company,Dan Zimmerman,,,"English
Spanish",,,"


Robert Rodriguez
Carl Thiel


",,"


Robert Rodriguez
Elizabeth Avellan


",,,"


Jessica Alba
Joel McHale
Alexa Vega
Daryl Sabara
Rowan Blanchard
Mason Cook
Ricky Gervais
Jeremy Piven


",,,Robert Rodriguez,https://en.wikipedia.org/wiki/Spy_Kids:_All_the_Time_in_the_World,Spy Kids: All the Time in the World,"



Troublemaker Studios
Dimension Films1



",85600000.0,<type 'float'>,27000000.0,<type 'float'>,[2011-08-19 00:00:00],2011,8,8/19
407,,"



Dimension Films
Troublemaker Studios



","


July 25, 2003 (2003-07-25)






",84 minutes[2],,$197 million[3],$38 million[3],,Robert Rodriguez,United States,Robert Rodriguez,Dimension Films[1],Robert Rodriguez,,,English,,,Robert Rodriguez,,"


Elizabeth Avellan
Robert Rodriguez


",,,"


Antonio Banderas
Carla Gugino
Alexa Vega
Daryl Sabara
Ricardo Montalbán
Holland Taylor
Mike Judge
Cheech Marin
Sylvester Stallone


",,,Robert Rodriguez,https://en.wikipedia.org/wiki/Spy_Kids_3-D:_Game_Over,Spy Kids 3-D: Game Over,"



Dimension Films
Troublemaker Studios



",197000000.0,<type 'float'>,38000000.0,<type 'float'>,[2003-07-25 00:00:00],2003,7,7/25
408,,"
Battleplan Productions
","


September 16, 2011 (2011-09-16)






",109 minutes[1],"


The Siege of Trencher's Farm
by Gordon Williams
Straw Dogs
by Sam Peckinpah


",$11.2 million[3][4],$25 million[2],,Alik Sakharov,United States,Rod Lurie,Screen Gems,Sarah Boyd,,,English,,,Larry Groupé,,"


Rod Lurie
Marc Frydman


",Rod Lurie,,"


James Marsden
Kate Bosworth
Alexander Skarsgård
Dominic Purcell
Rhys Coiro
Willa Holland
James Woods


","


David Zelag Goodman
Sam Peckinpah


",,,https://en.wikipedia.org/wiki/Straw_Dogs_(2011_film),Straw Dogs,"
Battleplan Productions
",11200000.0,<type 'float'>,25000000.0,<type 'float'>,[2011-09-16 00:00:00],2011,9,9/16
409,,"



ABC Pictures
Talent Associates



","


November 1971 (1971-11) (UK)
December 29, 1971 (1971-12-29) (US)





","117 minutes[1]
113 minutes[2] (Edited cut)","The Siege of Trencher's Farm
by Gordon M. Williams",$8 million (rentals)[3],$2.2 million[3],,John Coquillon,"


United Kingdom
United States


",Sam Peckinpah,Cinerama Releasing Corporation,"


Paul Davies
Tony Lawson
Roger Spottiswoode


",,,English,,,Jerry Fielding,,Daniel Melnick,"


Sam Peckinpah
David Zelag Goodman


",,"


Dustin Hoffman
Susan George


",,,,https://en.wikipedia.org/wiki/Straw_Dogs_(1971_film),Straw Dogs,"



ABC Pictures
Talent Associates



",8000000.0,<type 'float'>,2200000.0,<type 'float'>,[1971-12-29 00:00:00],1971,12,12/29
410,,"



Legendary Pictures
Cruel and Unusual Films



","


March 25, 2011 (2011-03-25)






",109 minutes[1],,$89.8 million[2],$82 million[2],,Larry Fong,United States,Zack Snyder,Warner Bros. Pictures,William Hoy,,,English,,,"


Tyler Bates
Marius de Vries


",,"


Deborah Snyder
Zack Snyder


","


Zack Snyder
Steve Shibuya


",,"


Emily Browning
Abbie Cornish
Jena Malone
Vanessa Hudgens
Jamie Chung
Carla Gugino
Oscar Isaac
Jon Hamm
Scott Glenn


",Zack Snyder,,,https://en.wikipedia.org/wiki/Sucker_Punch_(2011_film),Sucker Punch,"



Legendary Pictures
Cruel and Unusual Films



",89800000.0,<type 'float'>,82000000.0,<type 'float'>,[2011-03-25 00:00:00],2011,3,3/25
411,,"
This is that
HanWay Films
Ambush Entertainment
","


September 12, 2010 (2010-09-12) (TIFF)
April 1, 2011 (2011-04-01) (United States)





",96 minutes[2],,"$422,618[4][5]",$2.5 million[3],,Steve Gainer,United States,James Gunn,IFC Films[1],Cara Silverman,,,English,,,Tyler Bates,,"Ted Hope
Miranda Bailey",,,"Rainn Wilson
Ellen Page
Liv Tyler
Kevin Bacon
Nathan Fillion
Gregg Henry
Michael Rooker
Andre Royo
Sean Gunn
Stephen Blackehart
Linda Cardellini",,,James Gunn,https://en.wikipedia.org/wiki/Super_(2010_American_film),Super,"
This is that
HanWay Films
Ambush Entertainment
",422618.0,<type 'float'>,2500000.0,<type 'float'>,"[2010-09-12 00:00:00, 2011-04-01 00:00:00]",2011,4,4/1
412,,"



Bad Robot Productions
Amblin Entertainment



","


June 9, 2011 (2011-06-09) (Australia)
June 10, 2011 (2011-06-10) (United States)





",112 minutes,,$260.1 million[2],$50 million[1],,Larry Fong,United States,J. J. Abrams,Paramount Pictures,"


Maryann Brandon
Mary Jo Markey


",,,English,,,Michael Giacchino,,"


J. J. Abrams
Bryan Burk
Steven Spielberg


",,,"


Joel Courtney
Elle Fanning
Kyle Chandler
Riley Griffiths
Ryan Lee
Ron Eldard
Bruce Greenwood
AJ Michalka


",,,J. J. Abrams,https://en.wikipedia.org/wiki/Super_8_(film),Super 8,"



Bad Robot Productions
Amblin Entertainment



",260100000.0,<type 'float'>,50000000.0,<type 'float'>,"[2011-06-09 00:00:00, 2011-06-10 00:00:00]",2011,6,6/10
413,,"
Imagine Entertainment
Rogue
","


March 2, 2011 (2011-03-02) (Los Angeles premiere)
March 4, 2011 (2011-03-04)





",97 minutes,,$7.4 million[3],$19 million[2],,Terry Stacey,United States,Michael Dowse,"
Relativity Media (USA/Canada/North America)
Universal Pictures (International)",Lee Haxall,,,English,,,Trevor Horn,,"Ryan Kavanaugh[1]
Jim Whitaker[1]
Susan Bowen[1]","Jackie Filgo
Jeff Filgo",,"Topher Grace
Anna Faris
Dan Fogler
Teresa Palmer","Topher Grace
Gordon Kaywin",,,https://en.wikipedia.org/wiki/Take_Me_Home_Tonight_(film),Take Me Home Tonight,"
Imagine Entertainment
Rogue
",7400000.0,<type 'float'>,19000000.0,<type 'float'>,"[2011-03-02 00:00:00, 2011-03-04 00:00:00]",2011,3,3/4
414,,"
Hydraulx Entertainment
Rei Capital
Grove Hill Productions
Strange Matter Films
","


January 24, 2011 (2011-01-24) (Sundance)
September 30, 2011 (2011-09-30) (United States)





",121 minutes[1],,$5 million[2],$4.75 million[2],,Adam Stone,United States,Jeff Nichols,Sony Pictures Classics,Parke Gregg,,,English,,,David Wingo,,"Sophia Lin
Tyler Davidson",,,"Michael Shannon
Jessica Chastain
Shea Whigham
Katy Mixon
Kathy Baker",,,Jeff Nichols,https://en.wikipedia.org/wiki/Take_Shelter,Take Shelter,"
Hydraulx Entertainment
Rei Capital
Grove Hill Productions
Strange Matter Films
",5000000.0,<type 'float'>,4750000.0,<type 'float'>,"[2011-01-24 00:00:00, 2011-09-30 00:00:00]",2011,9,9/30
415,,"
Forward Pass
Gideon Productions
Infinity Media
QED International
Watley Entertainment
","


October 14, 2011 (2011-10-14)






",115 minutes,,"$957,240[1]",,,Stuart Dryburgh,United States,Ami Canaan Mann,Anchor Bay Films,Cindy Mollo,,,English,,,Dickon Hinchliffe,,"Michael Jaffe
Michael Mann",,,"Sam Worthington
Jeffrey Dean Morgan
Jessica Chastain
Chloë Grace Moretz",,,Don Ferrarone,https://en.wikipedia.org/wiki/Texas_Killing_Fields,Texas Killing Fields,"
Forward Pass
Gideon Productions
Infinity Media
QED International
Watley Entertainment
",957240.0,<type 'float'>,,,[2011-10-14 00:00:00],2011,10,10/14
