0,director_name,movies,revenues,costs,gross_profit,return,count
Akira Kurosawa,Akira Kurosawa,[https://en.wikipedia.org/wiki/Seven_Samurai],0.0,0.0,0.0,,1
"Pierre Coffin
Chris Renaud","Pierre Coffin
Chris Renaud","[https://en.wikipedia.org/wiki/Despicable_Me_2, https://en.wikipedia.org/wiki/Despicable_Me_2]",1941600000.0,152000000.0,818800000.0,5.38684210526,2
Rick Famuyiwa,Rick Famuyiwa,"[https://en.wikipedia.org/wiki/Our_Family_Wedding, https://en.wikipedia.org/wiki/Dope_(2015_film)]",18000000.0,7000000.0,2000000.0,0.285714285714,2
Yaron Zilberman,Yaron Zilberman,[https://en.wikipedia.org/wiki/A_Late_Quartet],0.0,0.0,0.0,,1
Brian Dannelly,Brian Dannelly,[https://en.wikipedia.org/wiki/Struck_by_Lightning_(2012_film)],28378.0,1300000.0,-1285811.0,-0.989085384615,1
Brett Ratner,Brett Ratner,"[https://en.wikipedia.org/wiki/Tower_Heist, https://en.wikipedia.org/wiki/Hercules_(2014_film)]",397700000.0,175000000.0,23850000.0,0.136285714286,2
Gareth Edwards,Gareth Edwards,"[https://en.wikipedia.org/wiki/Godzilla_(2014_film), https://en.wikipedia.org/wiki/Rogue_One]",1572100000.0,360000000.0,426050000.0,1.18347222222,2
David Twohy,David Twohy,"[https://en.wikipedia.org/wiki/Riddick_(film), https://en.wikipedia.org/wiki/The_Chronicles_of_Riddick]",214100000.0,143000000.0,-35950000.0,-0.251398601399,2
Jesse Peretz,Jesse Peretz,[https://en.wikipedia.org/wiki/Our_Idiot_Brother],25861249.0,5000000.0,7930624.5,1.5861249,1
Joe Wright,Joe Wright,[https://en.wikipedia.org/wiki/Hanna_(film)],65300000.0,30000000.0,2650000.0,0.0883333333333,1
Dean Parisot,Dean Parisot,[https://en.wikipedia.org/wiki/RED_2_(film)],148100000.0,84000000.0,-9950000.0,-0.118452380952,1
"John Stalberg, Jr.","John Stalberg, Jr.",[https://en.wikipedia.org/wiki/High_School_(2012_film)],139034.0,10000000.0,-9930483.0,-0.9930483,1
Anne Fletcher,Anne Fletcher,"[https://en.wikipedia.org/wiki/The_Guilt_Trip_(film), https://en.wikipedia.org/wiki/Hot_Pursuit_(2015_film)]",93600000.0,75000000.0,-28200000.0,-0.376,2
Danny Boyle,Danny Boyle,[https://en.wikipedia.org/wiki/127_Hours],60700000.0,18000000.0,12350000.0,0.686111111111,1
Adam Carolla,Adam Carolla,[https://en.wikipedia.org/wiki/Road_Hard],0.0,0.0,0.0,,1
Daryl Wein,Daryl Wein,[https://en.wikipedia.org/wiki/Lola_Versus],0.0,0.0,0.0,,1
Sam Raimi,Sam Raimi,[https://en.wikipedia.org/wiki/Oz_the_Great_and_Powerful],493300000.0,160200000.0,86450000.0,0.539637952559,1
Noam Murro,Noam Murro,[https://en.wikipedia.org/wiki/300:_Rise_of_an_Empire],337600000.0,110000000.0,58800000.0,0.534545454545,1
Joe Carnahan,Joe Carnahan,"[https://en.wikipedia.org/wiki/The_A-Team_(film), https://en.wikipedia.org/wiki/The_Grey_(film)]",254500000.0,135000000.0,-7750000.0,-0.0574074074074,2
F. Javier Gutiérrez,F. Javier Gutiérrez,[https://en.wikipedia.org/wiki/Rings_(2016_film)],31800000.0,25000000.0,-9100000.0,-0.364,1
David Boyd,David Boyd,[https://en.wikipedia.org/wiki/Home_Run_(film)],2861020.0,1200000.0,230510.0,0.192091666667,1
Todd Louiso,Todd Louiso,[https://en.wikipedia.org/wiki/Hello_I_Must_Be_Going_(2012_film)],0.0,0.0,0.0,,1
Scott Speer,Scott Speer,"[https://en.wikipedia.org/wiki/Step_Up_Revolution, https://en.wikipedia.org/wiki/Step_Up_Revolution]",281000000.0,66000000.0,74500000.0,1.12878787879,2
"


Akiva Schaffer
Jorma Taccone


","


Akiva Schaffer
Jorma Taccone


",[https://en.wikipedia.org/wiki/Popstar:_Never_Stop_Never_Stopping],9500000.0,20000000.0,-15250000.0,-0.7625,1
Kathryn Bigelow,Kathryn Bigelow,"[https://en.wikipedia.org/wiki/Zero_Dark_Thirty, https://en.wikipedia.org/wiki/Point_Break]",216300000.0,64000000.0,44150000.0,0.68984375,2
Leslye Headland,Leslye Headland,[https://en.wikipedia.org/wiki/Bachelorette_(film)],11900000.0,3000000.0,2950000.0,0.983333333333,1
"
{{plainlist

Chris Renaud
Yarrow Cheney (co-director)[1]

}}","
{{plainlist

Chris Renaud
Yarrow Cheney (co-director)[1]

}}",[https://en.wikipedia.org/wiki/The_Secret_Life_of_Pets],875500000.0,75000000.0,362750000.0,4.83666666667,1
Matt Russell,Matt Russell,[https://en.wikipedia.org/wiki/Seven_Days_in_Utopia],4400000.0,7500000.0,-5300000.0,-0.706666666667,1
James DeMonaco,James DeMonaco,"[https://en.wikipedia.org/wiki/The_Purge, https://en.wikipedia.org/wiki/The_Purge:_Anarchy, https://en.wikipedia.org/wiki/The_Purge, https://en.wikipedia.org/wiki/The_Purge, https://en.wikipedia.org/wiki/The_Purge:_Election_Year]",498400000.0,28000000.0,221200000.0,7.9,5
Atom Egoyan,Atom Egoyan,[https://en.wikipedia.org/wiki/Devil%27s_Knot_(film)],2000000.0,15000000.0,-14000000.0,-0.933333333333,1
Dan Fogelman,Dan Fogelman,[https://en.wikipedia.org/wiki/Danny_Collins_(film)],8200000.0,10000000.0,-5900000.0,-0.59,1
Jonathan M. Gunn,Jonathan M. Gunn,[https://en.wikipedia.org/wiki/Do_You_Believe%3F_(film)],14400000.0,2300000.0,4900000.0,2.13043478261,1
Craig Zobel,Craig Zobel,[https://en.wikipedia.org/wiki/Compliance_(film)],0.0,0.0,0.0,,1
Anton Corbijn,Anton Corbijn,[https://en.wikipedia.org/wiki/The_American_(2010_film)],67900000.0,20000000.0,13950000.0,0.6975,1
Michael Lembeck,Michael Lembeck,[https://en.wikipedia.org/wiki/Tooth_Fairy_(2010_film)],112500000.0,48000000.0,8250000.0,0.171875,1
"Eric Darnell
Tom McGrath","Eric Darnell
Tom McGrath",[https://en.wikipedia.org/wiki/Madagascar:_Escape_2_Africa],603900000.0,150000000.0,151950000.0,1.013,1
Larry Charles,Larry Charles,[https://en.wikipedia.org/wiki/The_Dictator_(2012_film)],179400000.0,65000000.0,24700000.0,0.38,1
"


Simon Barrett (Tape 49)
Adam Wingard (Phase I Clinical Trials)
Eduardo Sánchez and Gregg Hale (A Ride in the Park)
Timo Tjahjanto and Gareth Huw Evans (Safe Haven)
Jason Eisener (Slumber Party Alien Abduction)


","


Simon Barrett (Tape 49)
Adam Wingard (Phase I Clinical Trials)
Eduardo Sánchez and Gregg Hale (A Ride in the Park)
Timo Tjahjanto and Gareth Huw Evans (Safe Haven)
Jason Eisener (Slumber Party Alien Abduction)


",[https://en.wikipedia.org/wiki/V/H/S/2],0.0,0.0,0.0,,1
Mike Thurmeier,Mike Thurmeier,[https://en.wikipedia.org/wiki/Ice_Age:_Collision_Course],408600000.0,105000000.0,99300000.0,0.945714285714,1
Neill Blomkamp,Neill Blomkamp,"[https://en.wikipedia.org/wiki/Eugene_Khumbanyiwa, https://en.wikipedia.org/wiki/Elysium_(film), https://en.wikipedia.org/wiki/Chappie_(film)]",599000000.0,194000000.0,105500000.0,0.54381443299,3
Richard Ramsey,Richard Ramsey,[https://en.wikipedia.org/wiki/The_Song_(2014_film)],0.0,0.0,0.0,,1
J Blakeson,J Blakeson,[https://en.wikipedia.org/wiki/The_5th_Wave_(film)],109900000.0,38000000.0,16950000.0,0.446052631579,1
Jeff Baena,Jeff Baena,[https://en.wikipedia.org/wiki/Life_After_Beth],254881.0,2400000.0,-2272559.5,-0.946899791667,1
Christopher Douglas-Olen Ray,Christopher Douglas-Olen Ray,[https://en.wikipedia.org/wiki/Mega_Shark_Versus_Crocosaurus],500543.0,100000.0,150271.5,1.502715,1
Eli Roth,Eli Roth,[https://en.wikipedia.org/wiki/The_Green_Inferno_(film)],12700000.0,5000000.0,1350000.0,0.27,1
"Brian Koppelman
David Levien","Brian Koppelman
David Levien",[https://en.wikipedia.org/wiki/Solitary_Man_(film)],5024782.0,15000000.0,-12487609.0,-0.832507266667,1
"Nat Faxon
Jim Rash","Nat Faxon
Jim Rash","[https://en.wikipedia.org/wiki/The_Way,_Way_Back]",23200000.0,5000000.0,6600000.0,1.32,1
John Hillcoat,John Hillcoat,"[https://en.wikipedia.org/wiki/Lawless_(film), https://en.wikipedia.org/wiki/Triple_9]",77100000.0,46000000.0,-7450000.0,-0.161956521739,2
Steven R. Monroe,Steven R. Monroe,[https://en.wikipedia.org/wiki/I_Spit_on_Your_Grave_2],0.0,0.0,0.0,,1
Benson Lee,Benson Lee,"[https://en.wikipedia.org/wiki/Battle_of_the_Year_(film), https://en.wikipedia.org/wiki/Planet_B-Boy]",16500000.0,20000000.0,-11750000.0,-0.5875,2
Quentin Tarantino,Quentin Tarantino,[https://en.wikipedia.org/wiki/Django_Unchained],425400000.0,100000000.0,112700000.0,1.127,1
Chris Gorak,Chris Gorak,[https://en.wikipedia.org/wiki/The_Darkest_Hour_(film)],64600000.0,30000000.0,2300000.0,0.0766666666667,1
Adam Green,Adam Green,"[https://en.wikipedia.org/wiki/Frozen_(2010_American_film), https://en.wikipedia.org/wiki/Hatchet_II]",0.0,0.0,0.0,,2
Andrew Niccol,Andrew Niccol,"[https://en.wikipedia.org/wiki/In_Time_(film), https://en.wikipedia.org/wiki/The_Host_(2013_film)]",237200000.0,80000000.0,38600000.0,0.4825,2
Michael Pavone,Michael Pavone,[https://en.wikipedia.org/wiki/That%27s_What_I_Am],0.0,0.0,0.0,,1
Kevin Macdonald,Kevin Macdonald,"[https://en.wikipedia.org/wiki/The_Eagle_(2011_film), https://en.wikipedia.org/wiki/Life_in_a_Day_(2011_film), https://en.wikipedia.org/wiki/Marley_(film)]",35500000.0,25000000.0,-7250000.0,-0.29,3
Frank Oz,Frank Oz,[https://en.wikipedia.org/wiki/Death_at_a_Funeral_(2007_film)],46800000.0,9000000.0,14400000.0,1.6,1
Sergei Bodrov,Sergei Bodrov,[https://en.wikipedia.org/wiki/Seventh_Son_(film)],114200000.0,95000000.0,-37900000.0,-0.398947368421,1
Samuel Bayer,Samuel Bayer,[https://en.wikipedia.org/wiki/A_Nightmare_on_Elm_Street_(2010_film)],115600000.0,35000000.0,22800000.0,0.651428571429,1
Robert Rodriguez,Robert Rodriguez,"[https://en.wikipedia.org/wiki/Spy_Kids:_All_the_Time_in_the_World, https://en.wikipedia.org/wiki/Spy_Kids_3-D:_Game_Over, https://en.wikipedia.org/wiki/Machete_Kills]",297600000.0,85000000.0,63800000.0,0.750588235294,3
Michael Patrick King,Michael Patrick King,"[https://en.wikipedia.org/wiki/Sex_and_the_City_2, https://en.wikipedia.org/wiki/Sex_and_the_City:_The_Movie]",709800000.0,160000000.0,194900000.0,1.218125,2
Scott Waugh,Scott Waugh,[https://en.wikipedia.org/wiki/Need_for_Speed_(film)],203300000.0,65000000.0,36650000.0,0.563846153846,1
Gary Rydstrom,Gary Rydstrom,[https://en.wikipedia.org/wiki/Strange_Magic_(film)],0.0,0.0,0.0,,1
Douglas McGrath,Douglas McGrath,[https://en.wikipedia.org/wiki/I_Don%27t_Know_How_She_Does_It],30551495.0,24000000.0,-8724252.5,-0.363510520833,1
Tony Kaye,Tony Kaye,[https://en.wikipedia.org/wiki/Detachment_(film)],0.0,0.0,0.0,,1
Daniel Algrant,Daniel Algrant,[https://en.wikipedia.org/wiki/Greetings_from_Tim_Buckley],0.0,0.0,0.0,,1
Betty Thomas,Betty Thomas,[https://en.wikipedia.org/wiki/Alvin_and_the_Chipmunks:_The_Squeakquel],443140005.0,70000000.0,151570002.5,2.16528575,1
"Matt Bettinelli-Olpin
Tyler Gillett","Matt Bettinelli-Olpin
Tyler Gillett",[https://en.wikipedia.org/wiki/Devil%27s_Due_(film)],36900000.0,7000000.0,11450000.0,1.63571428571,1
Garry Marshall,Garry Marshall,"[https://en.wikipedia.org/wiki/Valentine%27s_Day_(2010_film), https://en.wikipedia.org/wiki/New_Year%27s_Eve_(film), https://en.wikipedia.org/wiki/Mother%27s_Day_(2016_film)]",402300000.0,133000000.0,68150000.0,0.512406015038,3
Doug Ellin,Doug Ellin,[https://en.wikipedia.org/wiki/Entourage_(film)],49300000.0,39000000.0,-14350000.0,-0.367948717949,1
"


Clyde Geronimi
Hamilton Luske
Wilfred Jackson


","


Clyde Geronimi
Hamilton Luske
Wilfred Jackson


",[https://en.wikipedia.org/wiki/Cinderella_(1950_film)],263600000.0,2900000.0,128900000.0,44.4482758621,1
"


Anthony Hemingway


","


Anthony Hemingway


",[https://en.wikipedia.org/wiki/Red_Tails],50400000.0,58000000.0,-32800000.0,-0.565517241379,1
Raymond De Felitta,Raymond De Felitta,[https://en.wikipedia.org/wiki/City_Island_(film)],7875862.0,6000000.0,-2062069.0,-0.343678166667,1
Megan Griffiths,Megan Griffiths,[https://en.wikipedia.org/wiki/Lucky_Them],0.0,0.0,0.0,,1
Michael Tiddes,Michael Tiddes,"[https://en.wikipedia.org/wiki/A_Haunted_House_(film), https://en.wikipedia.org/wiki/A_Haunted_House_2, https://en.wikipedia.org/wiki/A_Haunted_House, https://en.wikipedia.org/wiki/Fifty_Shades_of_Black]",166400000.0,14000000.0,69200000.0,4.94285714286,4
J. A. Bayona,J. A. Bayona,[https://en.wikipedia.org/wiki/A_Monster_Calls_(film)],42600000.0,43000000.0,-21700000.0,-0.504651162791,1
"Rob Epstein
Jeffrey Friedman[1]","Rob Epstein
Jeffrey Friedman[1]",[https://en.wikipedia.org/wiki/Lovelace_(film)],1600000.0,12000000.0,-11200000.0,-0.933333333333,1
Kasi Lemmons,Kasi Lemmons,[https://en.wikipedia.org/wiki/Black_Nativity_(film)],7454185.0,17500000.0,-13772907.5,-0.787023285714,1
Brian Levant,Brian Levant,[https://en.wikipedia.org/wiki/The_Spy_Next_Door],45200000.0,28000000.0,-5400000.0,-0.192857142857,1
Terrence Malick,Terrence Malick,[https://en.wikipedia.org/wiki/The_Tree_of_Life_(film)],54300000.0,32000000.0,-4850000.0,-0.1515625,1
Joe Dante,Joe Dante,[https://en.wikipedia.org/wiki/Piranha_(1978_film)],16000000.0,770000.0,7230000.0,9.38961038961,1
Alan Poul,Alan Poul,[https://en.wikipedia.org/wiki/The_Back-up_Plan],77500000.0,35000000.0,3750000.0,0.107142857143,1
"Kieran Mulroney
Michele Mulroney","Kieran Mulroney
Michele Mulroney",[https://en.wikipedia.org/wiki/Paper_Man_(2009_film)],0.0,0.0,0.0,,1
Dean Israelite,Dean Israelite,[https://en.wikipedia.org/wiki/Project_Almanac],33200000.0,12000000.0,4600000.0,0.383333333333,1
"


Robert Rodriguez
Frank Miller


","


Robert Rodriguez
Frank Miller


",[https://en.wikipedia.org/wiki/Sin_City:_A_Dame_to_Kill_For],39400000.0,65000000.0,-45300000.0,-0.696923076923,1
Phil Alden Robinson,Phil Alden Robinson,[https://en.wikipedia.org/wiki/The_Angriest_Man_in_Brooklyn],0.0,0.0,0.0,,1
Jonathan Hensleigh,Jonathan Hensleigh,[https://en.wikipedia.org/wiki/Kill_the_Irishman],1190000.0,12000000.0,-11405000.0,-0.950416666667,1
"


Will Speck
Josh Gordon


","


Will Speck
Josh Gordon


",[https://en.wikipedia.org/wiki/The_Switch_(2010_film)],49900000.0,19000000.0,5950000.0,0.313157894737,1
Ericson Core,Ericson Core,[https://en.wikipedia.org/wiki/Point_Break_(2015_film)],133700000.0,105000000.0,-38150000.0,-0.363333333333,1
"


Seth Rogen
Evan Goldberg


","


Seth Rogen
Evan Goldberg


","[https://en.wikipedia.org/wiki/This_Is_the_End, https://en.wikipedia.org/wiki/The_Interview]",137300000.0,76000000.0,-7350000.0,-0.0967105263158,2
Dennis Gansel,Dennis Gansel,[https://en.wikipedia.org/wiki/Mechanic:_Resurrection],125700000.0,40000000.0,22850000.0,0.57125,1
Lone Scherfig,Lone Scherfig,[https://en.wikipedia.org/wiki/One_Day_(2011_film)],56706628.0,15000000.0,13353314.0,0.890220933333,1
Stephen Belber,Stephen Belber,[https://en.wikipedia.org/wiki/Match_(film)],0.0,0.0,0.0,,1
Rodrigo García,Rodrigo García,[https://en.wikipedia.org/wiki/Mother_and_Child_(film)],4000000.0,7000000.0,-5000000.0,-0.714285714286,1
Paul Feig,Paul Feig,"[https://en.wikipedia.org/wiki/Bridesmaids_(2011_film), https://en.wikipedia.org/wiki/The_Heat_(film), https://en.wikipedia.org/wiki/Spy_(2015_film), https://en.wikipedia.org/wiki/Ghostbusters_(2016_film)]",983100000.0,284500000.0,207050000.0,0.72776801406,4
Jake Szymanski,Jake Szymanski,[https://en.wikipedia.org/wiki/Mike_and_Dave_Need_Wedding_Dates],77100000.0,33000000.0,5550000.0,0.168181818182,1
Vlad Yudin,Vlad Yudin,[https://en.wikipedia.org/wiki/Generation_Iron],0.0,0.0,0.0,,1
Mark Tonderai,Mark Tonderai,[https://en.wikipedia.org/wiki/House_at_the_End_of_the_Street],44103982.0,6900000.0,15151991.0,2.19594072464,1
Martin Campbell,Martin Campbell,"[https://en.wikipedia.org/wiki/Edge_of_Darkness_(2010_film), https://en.wikipedia.org/wiki/Green_Lantern_(film)]",320900000.0,280000000.0,-119550000.0,-0.426964285714,2
Scott Walker,Scott Walker,[https://en.wikipedia.org/wiki/The_Frozen_Ground],5617460.0,19200000.0,-16391270.0,-0.853711979167,1
Matt Orlando,Matt Orlando,[https://en.wikipedia.org/wiki/A_Resurrection_(film)],10730.0,5000000.0,-4994635.0,-0.998927,1
"


Joel Coen
Ethan Coen


","


Joel Coen
Ethan Coen


","[https://en.wikipedia.org/wiki/Inside_Llewyn_Davis, https://en.wikipedia.org/wiki/Hail,_Caesar!]",96100000.0,33000000.0,15050000.0,0.456060606061,2
Russell Mulcahy,Russell Mulcahy,[https://en.wikipedia.org/wiki/Resident_Evil:_Extinction],147700000.0,45000000.0,28850000.0,0.641111111111,1
Jesse V. Johnson,Jesse V. Johnson,[https://en.wikipedia.org/wiki/The_Package_(2013_film)],0.0,0.0,0.0,,1
Kimberly Peirce,Kimberly Peirce,[https://en.wikipedia.org/wiki/Carrie_(2013_film)],85000000.0,30000000.0,12500000.0,0.416666666667,1
RZA,RZA,[https://en.wikipedia.org/wiki/The_Man_with_the_Iron_Fists],19700000.0,15000000.0,-5150000.0,-0.343333333333,1
Steve Rash,Steve Rash,[https://en.wikipedia.org/wiki/Crooked_Arrows],1832541.0,13000000.0,-12083729.5,-0.929517653846,1
Leo Gabriadze,Leo Gabriadze,[https://en.wikipedia.org/wiki/Unfriended],64100000.0,1000000.0,31050000.0,31.05,1
"Cory Edwards
Todd Edwards (Co-director)
Tony Leech (Co-director)","Cory Edwards
Todd Edwards (Co-director)
Tony Leech (Co-director)",[https://en.wikipedia.org/wiki/Hoodwinked!],110000000.0,8000000.0,47000000.0,5.875,1
Peter Landesman,Peter Landesman,"[https://en.wikipedia.org/wiki/Parkland_(film), https://en.wikipedia.org/wiki/Concussion_(2015_film)]",50012181.0,45000000.0,-19993909.5,-0.4443091,2
David Ayer,David Ayer,"[https://en.wikipedia.org/wiki/End_of_Watch, https://en.wikipedia.org/wiki/Sabotage_(2014_film), https://en.wikipedia.org/wiki/Fury_(2014_film), https://en.wikipedia.org/wiki/Suicide_Squad_(film)]",1032500000.0,285000000.0,231250000.0,0.811403508772,4
Kevin Tancharoen,Kevin Tancharoen,[https://en.wikipedia.org/wiki/Glee:_The_3D_Concert_Movie],18700000.0,9000000.0,350000.0,0.0388888888889,1
Alex Kurtzman,Alex Kurtzman,[https://en.wikipedia.org/wiki/People_Like_Us_(film)],12600000.0,16000000.0,-9700000.0,-0.60625,1
Tom Hanks,Tom Hanks,[https://en.wikipedia.org/wiki/Larry_Crowne],72000000.0,30000000.0,6000000.0,0.2,1
Steven Antin,Steven Antin,[https://en.wikipedia.org/wiki/Burlesque_(2010_musical_film)],89700000.0,55000000.0,-10150000.0,-0.184545454545,1
Trevor Wall,Trevor Wall,[https://en.wikipedia.org/wiki/Norm_of_the_North],27400000.0,18000000.0,-4300000.0,-0.238888888889,1
Leigh Whannell,Leigh Whannell,[https://en.wikipedia.org/wiki/Insidious:_Chapter_3],113000000.0,10000000.0,46500000.0,4.65,1
Bennett Miller,Bennett Miller,"[https://en.wikipedia.org/wiki/Moneyball_(film), https://en.wikipedia.org/wiki/Foxcatcher]",123800000.0,74000000.0,-12100000.0,-0.163513513514,2
Clint Eastwood,Clint Eastwood,"[https://en.wikipedia.org/wiki/Hereafter_(film), https://en.wikipedia.org/wiki/J._Edgar, https://en.wikipedia.org/wiki/Jersey_Boys_(film), https://en.wikipedia.org/wiki/Sully_(film)]",496000000.0,203600000.0,44400000.0,0.218074656189,4
Rian Johnson,Rian Johnson,[https://en.wikipedia.org/wiki/Looper_(film)],176500000.0,30000000.0,58250000.0,1.94166666667,1
Don Coscarelli,Don Coscarelli,[https://en.wikipedia.org/wiki/John_Dies_at_the_End_(film)],141951.0,1000000.0,-929024.5,-0.9290245,1
Matthew Weiner,Matthew Weiner,[https://en.wikipedia.org/wiki/You_Are_Here_(2013_film)],0.0,0.0,0.0,,1
Dan Mazer,Dan Mazer,[https://en.wikipedia.org/wiki/Dirty_Grandpa],99900000.0,11500000.0,38450000.0,3.34347826087,1
Ivan Reitman,Ivan Reitman,"[https://en.wikipedia.org/wiki/No_Strings_Attached_(film), https://en.wikipedia.org/wiki/Draft_Day]",178700000.0,50000000.0,39350000.0,0.787,2
Genndy Tartakovsky[1],Genndy Tartakovsky[1],[https://en.wikipedia.org/wiki/Hotel_Transylvania],358400000.0,85000000.0,94200000.0,1.10823529412,1
Alfonso Cuarón,Alfonso Cuarón,[https://en.wikipedia.org/wiki/Gravity_(film)],723200000.0,100000000.0,261600000.0,2.616,1
Scott Derrickson,Scott Derrickson,"[https://en.wikipedia.org/wiki/Sinister_(film), https://en.wikipedia.org/wiki/Deliver_Us_from_Evil_(2014_film)]",165600000.0,33000000.0,49800000.0,1.50909090909,2
Marcus Nispel,Marcus Nispel,[https://en.wikipedia.org/wiki/Conan_the_Barbarian_(2011_film)],48800000.0,90000000.0,-65600000.0,-0.728888888889,1
Kevin Munroe,Kevin Munroe,"[https://en.wikipedia.org/wiki/Dylan_Dog:_Dead_of_Night, https://en.wikipedia.org/wiki/Ratchet_%26_Clank_(film)]",17634062.0,40000000.0,-31182969.0,-0.779574225,2
Mark Romanek,Mark Romanek,[https://en.wikipedia.org/wiki/Never_Let_Me_Go_(2010_film)],9500000.0,15000000.0,-10250000.0,-0.683333333333,1
The Brothers Strause,The Brothers Strause,[https://en.wikipedia.org/wiki/Skyline_(film)],78693371.0,10000000.0,29346685.5,2.93466855,1
Susanne Bier,Susanne Bier,[https://en.wikipedia.org/wiki/Serena_(2014_film)],3900000.0,25000000.0,-23050000.0,-0.922,1
Scott Hicks,Scott Hicks,[https://en.wikipedia.org/wiki/The_Lucky_One_(film)],99400000.0,25000000.0,24700000.0,0.988,1
David R. Ellis,David R. Ellis,"[https://en.wikipedia.org/wiki/The_Final_Destination, https://en.wikipedia.org/wiki/Shark_Night_3D]",226336479.0,65000000.0,48168239.5,0.741049838462,2
Lorene Scafaria,Lorene Scafaria,[https://en.wikipedia.org/wiki/Seeking_a_Friend_for_the_End_of_the_World],9600000.0,10000000.0,-5200000.0,-0.52,1
Mike Mitchell,Mike Mitchell,[https://en.wikipedia.org/wiki/Shrek_Forever_After],752600000.0,135000000.0,241300000.0,1.78740740741,1
"


Anthony Russo
Joe Russo


","


Anthony Russo
Joe Russo


","[https://en.wikipedia.org/wiki/Captain_America:_The_Winter_Soldier, https://en.wikipedia.org/wiki/Captain_America:_Civil_War, https://en.wikipedia.org/wiki/Captain_America:_The_Winter_Soldier]",2581800000.0,590000000.0,700900000.0,1.18796610169,3
Mike Disa,Mike Disa,[https://en.wikipedia.org/wiki/Hoodwinked_Too!_Hood_vs._Evil],16960968.0,30000000.0,-21519516.0,-0.7173172,1
Jean-Baptiste Léonetti,Jean-Baptiste Léonetti,[https://en.wikipedia.org/wiki/Beyond_the_Reach],0.0,0.0,0.0,,1
Erik Van Looy,Erik Van Looy,[https://en.wikipedia.org/wiki/The_Loft_(film)],10100000.0,14000000.0,-8950000.0,-0.639285714286,1
"


Chris Sanders
Dean DeBlois


","


Chris Sanders
Dean DeBlois


","[https://en.wikipedia.org/wiki/How_to_Train_Your_Dragon_(film), https://en.wikipedia.org/wiki/How_to_Train_Your_Dragon_(film)]",989800000.0,330000000.0,164900000.0,0.499696969697,2
Alexandre Moors,Alexandre Moors,[https://en.wikipedia.org/wiki/Blue_Caprice],0.0,0.0,0.0,,1
"


Dinesh D'Souza
John Sullivan


","


Dinesh D'Souza
John Sullivan


",[https://en.wikipedia.org/wiki/America:_Imagine_the_World_Without_Her],14400000.0,5000000.0,2200000.0,0.44,1
"


Anthony Bell
Ben Gluck


","


Anthony Bell
Ben Gluck


",[https://en.wikipedia.org/wiki/Alpha_and_Omega_(film)],50500000.0,20000000.0,5250000.0,0.2625,1
Michael J. Bassett,Michael J. Bassett,[https://en.wikipedia.org/wiki/Silent_Hill:_Revelation_3D],52300000.0,20000000.0,6150000.0,0.3075,1
Leslie Small,Leslie Small,[https://en.wikipedia.org/wiki/Kevin_Hart:_Let_Me_Explain],32300000.0,2500000.0,13650000.0,5.46,1
Stacie Passon,Stacie Passon,[https://en.wikipedia.org/wiki/Concussion_(2013_film)],0.0,0.0,0.0,,1
"


Nicholas Stoller
Doug Sweetland


","


Nicholas Stoller
Doug Sweetland


",[https://en.wikipedia.org/wiki/Storks_(film)],182400000.0,70000000.0,21200000.0,0.302857142857,1
Stephen Chbosky,Stephen Chbosky,[https://en.wikipedia.org/wiki/The_Perks_of_Being_a_Wallflower_(film)],33400000.0,13000000.0,3700000.0,0.284615384615,1
Luke Scott,Luke Scott,[https://en.wikipedia.org/wiki/Morgan_(2016_film)],8800000.0,8000000.0,-3600000.0,-0.45,1
Peter Sohn,Peter Sohn,[https://en.wikipedia.org/wiki/The_Good_Dinosaur],332200000.0,175000000.0,-8900000.0,-0.0508571428571,1
Rod Lurie,Rod Lurie,[https://en.wikipedia.org/wiki/Straw_Dogs_(2011_film)],11200000.0,25000000.0,-19400000.0,-0.776,1
Ben Lewin,Ben Lewin,[https://en.wikipedia.org/wiki/The_Sessions_(film)],9138338.0,1000000.0,3569169.0,3.569169,1
Jeremy Saulnier,Jeremy Saulnier,"[https://en.wikipedia.org/wiki/Blue_Ruin, https://en.wikipedia.org/wiki/Green_Room_(film)]",4793313.0,5420000.0,-3023343.5,-0.557812453875,2
Spencer Susser,Spencer Susser,[https://en.wikipedia.org/wiki/Hesher_(film)],449702.0,7000000.0,-6775149.0,-0.967878428571,1
Gore Verbinski,Gore Verbinski,"[https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_At_World%27s_End, https://en.wikipedia.org/wiki/Rango_(2011_film), https://en.wikipedia.org/wiki/The_Lone_Ranger_(2013_film)]",1469600000.0,660000000.0,74800000.0,0.113333333333,3
Jodie Foster,Jodie Foster,"[https://en.wikipedia.org/wiki/The_Beaver_(film), https://en.wikipedia.org/wiki/Money_Monster]",99700000.0,48000000.0,1850000.0,0.0385416666667,2
Wally Pfister,Wally Pfister,[https://en.wikipedia.org/wiki/Transcendence_(2014_film)],103000000.0,100000000.0,-48500000.0,-0.485,1
Mark Neveldine,Mark Neveldine,[https://en.wikipedia.org/wiki/The_Vatican_Tapes],13500000.0,13000000.0,-6250000.0,-0.480769230769,1
Mike Binder,Mike Binder,[https://en.wikipedia.org/wiki/Black_or_White_(film)],21700000.0,9000000.0,1850000.0,0.205555555556,1
Ry Russo-Young,Ry Russo-Young,[https://en.wikipedia.org/wiki/Nobody_Walks],0.0,0.0,0.0,,1
